title,release_year,vote_count_max,vote_average_prom
"Doctor Who: The Doctor, the Widow and the Wardrobe",2011,13.0,6.8
Doctor Who: The Husbands of River Song,2015,50.0,7.8
Doctor Who: The Next Doctor,2008,51.0,7.4
Doctor Who: The Runaway Bride,2007,45.0,7.9
Doctor Who: The Time of the Doctor,2013,61.0,8.4
Doctor Who: The Waters of Mars,2009,52.0,8.0
Doctor Who: Time Crash,2007,12.0,8.0
Doctor Who: Voyage of the Damned,2007,32.0,8.0
Doctor X,1932,20.0,5.8
Doctor Zhivago,1965,252.0,7.4
Doctor at Large,1957,9.0,6.2
Doctor at Sea,1955,5.0,5.8
Doctor in Distress,1963,6.0,6.6
Doctor in the House,1954,10.0,6.2
Doctor's Orders,1934,0.0,0.0
Doctors' Wives,1971,4.0,3.8
Document of the Dead,1985,6.0,7.8
Documented,2014,1.0,5.0
Dodes'ka-den,1970,22.0,6.7
Dodge City,1939,17.0,6.7
DodgeBall: A True Underdog Story,2004,1009.0,6.2
Dodsworth,1936,27.0,6.9
Dog,2001,3.0,7.2
Dog,2015,5.0,8.4
Dog Day,1984,4.0,4.1
Dog Day Afternoon,1975,685.0,7.6
Dog Days,2001,20.0,6.7
Dog Eat Dog,2009,7.0,6.9
Dog Eat Dog,2016,72.0,4.6
Dog Park,1998,4.0,5.8
Dog Pound,2010,104.0,7.5
Dog Run,2001,0.0,0.0
Dog Soldiers,2002,227.0,6.7
Dog Star Man: Part I,1962,18.0,6.5
Dog Star Man: Part II,1963,13.0,7.3
Dog Star Man: Part III,1964,15.0,7.1
Dog Star Man: Part IV,1964,14.0,7.0
Dog Tags,1987,1.0,7.0
Dog Tags,2008,7.0,3.4
Dogfight,1991,29.0,6.6
Dogging: A Love Story,2009,1.0,2.0
Doghouse,2009,117.0,6.0
Dogma,1999,842.0,6.8
Dogora,2004,1.0,5.0
Dogs,1976,1.0,4.0
Dogs,2016,6.0,7.0
Dogs in Space,1986,6.0,5.9
Dogtooth,2009,346.0,6.9
Dogtown and Z-Boys,2001,53.0,7.2
Dogville,2003,619.0,7.6
Dogville Confessions,2004,9.0,6.2
"Doin' It in the Park: Pick-Up Basketball, NYC",2012,6.0,6.8
Doing Time on Maple Drive,1992,8.0,4.9
Dolan's Cadillac,2009,37.0,5.6
Dolemite,1975,17.0,5.5
Doli Saja Ke Rakhna,1998,2.0,6.0
Doll Graveyard,2005,7.0,2.9
Dollar for the Dead,1998,2.0,5.3
Dollars,1971,10.0,6.6
Dollman,1991,16.0,5.5
Dollman vs. Demonic Toys,1993,12.0,4.2
Dolls,1987,80.0,6.1
Dolls,2002,76.0,7.6
Dolls,2007,3.0,6.0
Dolly Dearest,1991,26.0,5.4
Dolly Parton's Christmas of Many Colors: Circle of Love,2016,5.0,6.2
Dolly and Her Lover,1990,1.0,8.0
Dollybirds,1997,4.0,6.4
Dolores Claiborne,1995,183.0,7.1
Dolphin Tale,2011,166.0,6.6
Dolphin Tale 2,2014,98.0,6.7
Dolphins,2007,3.0,4.2
Dom Hemingway,2013,213.0,5.8
Dombivali Fast,2006,0.0,0.0
Domestic Disturbance,2001,115.0,5.4
Domingo de carnaval,1945,1.0,6.0
Dominick and Eugene,1988,16.0,6.1
Dominion: Prequel to the Exorcist,2005,77.0,4.8
Domino,2005,450.0,6.0
Domino Kid,1957,2.0,6.0
Domésticas,2001,5.0,6.2
Don,1978,18.0,6.0
Don 2: The King is Back,2011,65.0,7.1
Don : The Chase Begins Again,2006,68.0,7.3
Don Camillo,1952,45.0,7.6
Don Camillo in Moscow,1965,32.0,7.2
Don Giovanni,1979,4.0,6.1
Don Jon,2013,1708.0,5.9
Don Juan,1926,1.0,5.0
Don Juan,1998,4.0,5.9
Don Juan DeMarco,1994,184.0,6.3
Don King: Only in America,1997,5.0,4.4
Don McKay,2009,21.0,5.4
Don Q Son of Zorro,1925,3.0,7.0
Don Quijote cabalga de nuevo,1973,3.0,5.2
Don Quixote,1933,2.0,2.5
Don Quixote,1957,7.0,7.4
Don Quixote,1992,7.0,6.6
Don Quixote,2000,3.0,5.3
Don Verdean,2015,44.0,4.1
Don's Plum,2001,18.0,6.3
Don't Answer the Phone!,1980,10.0,4.4
Don't Be Afraid of the Dark,1973,23.0,6.5
Don't Be Afraid of the Dark,2010,347.0,5.4
Don't Be Bad,2015,181.0,7.8
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,192.0,6.2
Don't Bet on Women,1931,1.0,5.0
Don't Blink,2014,53.0,4.7
Don't Blink: Robert Frank,2015,1.0,8.0
Don't Bother to Knock,1952,20.0,6.3
Don't Breathe,2016,1830.0,6.7
Don't Call Me Son,2016,13.0,6.7
Don't Change Your Husband,1919,3.0,7.0
Don't Click,2012,17.0,4.8
Don't Come Knocking,2005,23.0,6.4
"Don't Cry, Mommy",2012,12.0,7.1
Don't Deliver Us from Evil,1971,20.0,6.7
Don't Die Without Telling Me Where You're Going,1995,2.0,7.3
Don't Drink the Water,1969,2.0,6.0
Don't Drink the Water,1994,16.0,4.9
Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,1983,0.0,0.0
Don't Even Think,2003,4.0,4.8
Don't Give Up the Sheep,1953,7.0,8.4
Don't Give Up the Ship,1959,4.0,6.1
Don't Give a Damn,1995,2.0,6.0
Don't Go Breaking My Heart,2011,14.0,6.6
Don't Go In the Woods,1981,19.0,4.2
Don't Go Near the Water,1957,2.0,6.0
Don't Go in the House,1980,30.0,6.0
Don't Go to the Reunion,2013,6.0,4.9
Don't Grieve!,1969,9.0,5.4
Don't Grow Up,2015,30.0,4.3
Don't Hang Up,1975,3.0,5.3
Don't Hang Up,2016,97.0,5.7
Don't Hug Me I'm Scared 5,2015,8.0,6.6
"Don't Hug Me, I'm Scared",2011,14.0,7.5
"Don't Hug Me, I'm Scared II: Time",2014,7.0,7.0
Don't Kill It,2016,36.0,6.1
Don't Knock The Rock,1956,2.0,7.5
Don't Knock Twice,2017,136.0,5.3
Don't Let Him In,2011,22.0,3.7
Don't Let Me Drown,2009,1.0,6.0
Don't Look Back,2009,54.0,5.8
Don't Look Down,2008,11.0,5.6
Don't Look Now,1973,197.0,7.1
Don't Look Now: We're Being Shot At,1966,234.0,7.8
Don't Look Under the Bed,1999,23.0,5.6
Don't Look Up,1996,4.0,7.3
Don't Look Up,2009,16.0,3.3
Don't Look in the Basement,1973,19.0,5.2
Don't Make Waves,1967,8.0,6.4
Don't Move,2004,51.0,7.0
Don't Open Till Christmas,1984,9.0,5.4
Don't Play the Fool...,1997,4.0,4.0
Don't Play with Tigers,1982,13.0,5.3
Don't Say a Word,2001,223.0,6.0
Don't Take God's Children for Wild Geese,1968,6.0,6.0
Don't Tell Anyone,1998,6.0,5.5
Don't Tell Her It's Me,1990,13.0,5.8
Don't Tell Mom the Babysitter's Dead,1991,108.0,5.8
Don't Tell the Wife,1937,0.0,0.0
Don't Tempt Me,2001,19.0,5.9
Don't Think About It,2007,5.0,6.0
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,2014,3.0,8.7
Don't Think Twice,2016,161.0,6.4
Don't Torture a Duckling,1972,59.0,7.6
Don't Touch the Axe,2007,4.0,5.5
"Don't Worry, I'm Fine",2006,168.0,7.3
Don't You Forget About Me,2010,3.0,4.7
"Don't call him ""Dimon""",2017,6.0,7.5
Dona Flor and Her Two Husbands,1976,13.0,6.2
Donald Cried,2017,2.0,8.0
Donald Glover: Weirdo,2011,15.0,6.9
Donald Trump's The Art of the Deal: The Movie,2016,29.0,5.7
Donald in Mathmagic Land,1959,17.0,6.8
Donald's Nephews,1938,11.0,5.5
Donatella,1956,0.0,0.0
Done the Impossible,2006,7.0,6.8
Donkey Punch,2008,52.0,4.5
Donkey Skin,1970,66.0,7.6
Donkey X,2007,14.0,4.8
Donner Pass,2012,28.0,4.3
Donnie Brasco,1997,1175.0,7.4
Donnie Darko,2001,3574.0,7.7
Donos de Portugal,2012,0.0,0.0
Donovan's Brain,1953,10.0,5.7
Donovan's Echo,2011,22.0,5.7
Donovan's Reef,1963,31.0,6.0
Dont Look Back,1967,35.0,7.5
Don’t Stop Believin’: Everyman’s Journey,2013,12.0,6.3
Doodlebug,1997,105.0,6.6
Doogal,2006,18.0,3.2
Dookudu,2011,8.0,5.3
Doom,2005,619.0,5.0
Dooman River,2010,4.0,5.5
Doomed,2007,2.0,1.5
Doomed Love,1979,2.0,8.0
Doomed to Die,1940,5.0,6.4
Doomed! The Untold Story of Roger Corman's The Fantastic Four,2015,8.0,7.8
Doomsday,2008,374.0,5.8
Doomsday Book,2012,36.0,5.9
Doomsday Machine,1972,5.0,4.3
Doomsday Prophecy,2011,30.0,4.0
Doomsdays,2013,3.0,5.7
Doomwatch,1972,7.0,7.4
Door on the Left as You Leave the Elevator,1988,9.0,6.9
Door-to-Door Maniac,1961,3.0,6.3
Doors Open,2012,4.0,4.9
Dopamine,2003,5.0,5.0
Dope,2015,698.0,7.2
Dope Mania,1987,3.0,4.5
Dopo quella notte,2010,0.0,0.0
Doppelganger,1993,19.0,4.4
Doppelganger,2003,13.0,7.4
Doppelgänger Paul,2012,0.0,0.0
Dor,2006,4.0,6.8
Doraemon:貓狗時空傳,2004,0.0,0.0
Dorfman,2011,16.0,5.9
Dorian Blues,2004,8.0,6.3
Dorian Gray,1970,5.0,5.6
Dorian Gray,2009,588.0,5.8
Dormant Beauty,2012,16.0,6.7
Dororo,2007,17.0,6.4
Dorothy Mills,2008,54.0,6.2
Dos Crímenes,1995,1.0,5.0
Dossier 51,1978,2.0,6.0
Dossier K.,2009,8.0,6.7
Dostana,2008,42.0,6.4
Dot and the Whale,1986,0.0,0.0
Dot the I,2003,32.0,6.0
Dot.Kill,2005,6.0,3.7
Dots,1940,6.0,5.2
Dottie Gets Spanked,1993,5.0,6.2
Double Bang,2001,4.0,4.1
Double Confession,1950,4.0,6.3
Double Daddy,2015,8.0,4.9
Double Dare,2004,7.0,6.9
Double Dhamaal,2011,7.0,4.4
Double Down,2005,6.0,3.2
Double Dragon,1994,65.0,3.9
Double Dynamite,1951,2.0,5.8
Double Face,1969,2.0,7.0
Double Game,1977,0.0,0.0
Double Happiness,1994,2.0,5.5
Double Harness,1933,3.0,8.0
Double Identity,2009,18.0,5.3
Double Impact,1991,219.0,5.3
Double Indemnity,1944,425.0,8.0
Double Indemnity,1973,7.0,5.0
Double Jeopardy,1999,282.0,6.2
Double Or Nothing,1937,1.0,8.0
Double Play: James Benning and Richard Linklater,2013,2.0,6.5
Double Suicide,1969,14.0,6.5
Double Take,2001,24.0,5.5
Double Take,2009,5.0,6.4
Double Tap,2000,10.0,6.4
Double Team,1997,163.0,4.4
Double Teamed,2002,16.0,5.6
Double Tide,2009,1.0,10.0
Double Trouble,1967,6.0,6.1
Double Trouble,1984,105.0,6.6
Double Trouble,1992,7.0,5.1
Double Vision,2002,20.0,6.2
Double Wedding,1937,2.0,7.5
Double Wedding,2010,16.0,5.4
Double Whammy,2001,18.0,5.6
Double zéro,2004,71.0,5.0
"Double, Double, Toil and Trouble",1993,25.0,6.0
Doubt,2008,445.0,7.0
Doubting Thomas,1935,0.0,0.0
Douce,1943,2.0,8.0
Doug Benson: Doug Dynasty,2014,1.0,1.0
Doug Stanhope: Beer Hall Putsch,2013,5.0,8.4
Doug Stanhope: Before Turning the Gun on Himself,2012,2.0,8.0
Doug Stanhope: Deadbeat Hero,2004,5.0,7.0
Doug Stanhope: No Place Like Home,2016,3.0,6.7
Doug Stanhope: No Refunds,2007,8.0,7.6
Doug Stanhope: Oslo - Burning the Bridge to Nowhere,2011,6.0,6.1
Doug's 1st Movie,1999,22.0,5.4
Dough,2015,20.0,5.0
Doughboys,1930,1.0,0.0
"Douro, Faina Fluvial",1931,4.0,7.3
Dov'è la libertà...?,1954,2.0,6.5
Down,2001,18.0,4.1
Down & Out With The Dolls,2003,0.0,0.0
Down Argentine Way,1940,5.0,5.7
Down Here,2014,2.0,5.0
Down House,2001,11.0,5.9
Down Periscope,1996,110.0,5.6
Down Terrace,2009,26.0,6.3
Down Three Dark Streets,1954,1.0,6.0
Down Twisted,1987,1.0,1.0
Down Under,2016,9.0,7.2
Down and Dangerous,2014,9.0,4.3
Down and Derby,2005,5.0,4.1
Down and Dirty Duck,1974,2.0,4.5
Down and Out in Beverly Hills,1986,67.0,5.9
Down by Law,1986,149.0,7.2
Down by Love,2016,64.0,6.0
Down from the Mountain,2001,1.0,7.0
Down in the Delta,1998,5.0,6.4
Down in the Valley,2005,64.0,6.0
Down the Ancient Stairs,1975,2.0,6.0
"Down the Deep, Dark Web",2016,1.0,6.0
Down the Hudson,1903,2.0,6.5
Down the Shore,2011,10.0,5.9
Down to Earth,2001,98.0,4.9
Down to You,2000,71.0,4.9
Down to the Bone,2004,11.0,6.5
Down to the Cellar,1983,6.0,7.3
Down to the Sea in Ships,1949,5.0,7.4
Down with Love,2003,202.0,6.1
Downeast,2012,0.0,0.0
Downfall,2004,1059.0,7.7
Downhill,1927,11.0,6.3
Downhill,2014,2.0,8.0
Downhill Racer,1969,24.0,6.1
Downloaded,2013,37.0,6.6
Downloading Nancy,2008,21.0,5.2
Downstairs,1932,5.0,6.6
Downstream,2010,10.0,3.5
Downtown,1990,9.0,5.9
Downtown '81,1981,5.0,7.4
Dr Jekyll & Sister Hyde,1971,21.0,5.7
Dr. Akagi,1998,6.0,7.2
Dr. Alien,1989,6.0,6.1
"Dr. Black, Mr. Hyde",1976,3.0,6.3
Dr. Bronner's Magic Soapbox,2007,5.0,6.0
Dr. Cabbie,2014,14.0,5.7
Dr. Cook's Garden,1971,2.0,7.0
Dr. Crippen,1964,2.0,6.0
Dr. Cyclops,1940,15.0,6.1
Dr. Dolittle 2,2001,422.0,4.9
Dr. Dolittle 3,2006,82.0,4.5
Dr. Dolittle: Million Dollar Mutts,2009,12.0,5.5
Dr. Dolittle: Tail to the Chief,2008,36.0,5.0
Dr. Ehrlich's Magic Bullet,1940,9.0,5.5
Dr. Giggles,1992,34.0,5.1
Dr. Gillespie's New Assistant,1942,1.0,6.0
Dr. Goldfoot and the Bikini Machine,1965,20.0,6.1
Dr. Goldfoot and the Girl Bombs,1966,8.0,5.3
Dr. Horrible's Sing-Along Blog,2008,236.0,7.8
Dr. Jack,1922,4.0,6.6
Dr. Jekyll and Mr. Hyde,1920,26.0,6.8
Dr. Jekyll and Mr. Hyde,1931,56.0,7.3
Dr. Jekyll and Mr. Hyde,1941,31.0,6.6
Dr. Jekyll and Mr. Hyde,2008,7.0,4.2
Dr. Jekyll and Ms. Hyde,1995,12.0,4.8
Dr. Ketel,2011,1.0,5.0
Dr. Kildare Goes Home,1940,1.0,6.5
Dr. Kildare's Strange Case,1940,1.0,6.0
Dr. Kildare's Victory,1942,2.0,4.5
"Dr. Mabuse, the Gambler",1922,35.0,7.6
Dr. Monica,1934,2.0,6.0
Dr. Moreau's House of Pain,2004,2.0,4.0
Dr. No,1962,953.0,6.9
Dr. Otto and the Riddle of the Gloom Beam,1986,3.0,6.0
Dr. Phibes Rises Again,1972,37.0,6.2
Dr. Socrates,1935,0.0,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1472.0,8.0
"Dr. Syn, Alias the Scarecrow",1963,2.0,8.0
Dr. T and the Women,2000,70.0,4.6
Dr. Terror's House of Horrors,1965,33.0,5.9
Dr. Wai in the Scriptures with No Words,1996,13.0,5.8
Dr. Who and the Daleks,1965,20.0,6.1
Dracula,1931,254.0,7.2
Dracula,1979,49.0,6.4
Dracula,1992,1087.0,7.1
Dracula 2000,2000,150.0,4.6
Dracula 3D,2012,47.0,3.4
Dracula A.D. 1972,1972,30.0,6.0
Dracula Has Risen from the Grave,1968,39.0,6.8
Dracula II: Ascension,2003,30.0,5.1
Dracula III: Legacy,2005,24.0,3.7
Dracula Untold,2014,2439.0,6.2
Dracula in Pakistan,1967,1.0,4.0
Dracula vs. Frankenstein,1971,9.0,4.0
Dracula's Daughter,1936,24.0,6.3
Dracula's Dog,1978,11.0,4.7
Dracula's Widow,1988,3.0,3.7
Dracula: Dead and Loving It,1995,210.0,5.7
Dracula: Pages from a Virgin's Diary,2002,8.0,6.9
Dracula: Prince of Darkness,1966,54.0,6.1
Draegerman Courage,1937,0.0,0.0
Draft Day,2014,309.0,6.5
Drag Becomes Him,2015,1.0,8.0
Drag Me to Hell,2009,995.0,6.2
Dragnet,1987,139.0,5.7
Dragnet Girl,1933,2.0,6.0
Dragon,2011,79.0,6.9
Dragon Age: Dawn of the Seeker,2012,20.0,5.2
Dragon Age: Redemption,2011,1.0,7.0
Dragon Ball GT: A Hero's Legacy,1997,55.0,6.2
Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans,1993,26.0,5.9
Dragon Ball Z: Bardock - The Father of Goku,1990,71.0,6.7
Dragon Ball Z: Battle of Gods,2013,370.0,6.5
Dragon Ball Z: Bio-Broly,1994,86.0,5.9
Dragon Ball Z: Bojack Unbound,1993,86.0,6.8
Dragon Ball Z: Broly - Second Coming,1994,102.0,6.5
Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,134.0,7.3
Dragon Ball Z: Cooler's Revenge,1991,97.0,6.7
Dragon Ball Z: Dead Zone,1989,93.0,6.4
Dragon Ball Z: Fusion Reborn,1995,118.0,7.3
Dragon Ball Z: Lord Slug,1991,79.0,6.2
Dragon Ball Z: Resurrection 'F',2015,377.0,6.8
Dragon Ball Z: Return of Cooler,1992,100.0,6.7
Dragon Ball Z: Super Android 13,1992,81.0,6.6
Dragon Ball Z: The History of Trunks,1993,81.0,7.0
Dragon Ball Z: The Tree of Might,1990,89.0,6.4
Dragon Ball Z: The World's Strongest,1990,86.0,6.1
Dragon Ball Z: Wrath of the Dragon,1995,102.0,6.9
Dragon Ball: Curse of the Blood Rubies,1986,46.0,6.2
Dragon Ball: Episode of Bardock,2011,64.0,6.8
Dragon Ball: Mystical Adventure,1988,30.0,6.4
Dragon Ball: Sleeping Princess in Devil's Castle,1987,36.0,6.1
Dragon Ball: The Path to Power,1996,35.0,7.0
Dragon Ball: Yo! Son Goku and Friends Return!!,2008,28.0,6.6
Dragon Blade,2015,146.0,5.9
Dragon Crusaders,2011,8.0,2.6
Dragon Day,2013,5.0,3.2
Dragon Eyes,2012,39.0,3.9
Dragon Fight,1989,8.0,5.6
Dragon Fist,1979,15.0,6.7
Dragon Hill,2002,2.0,5.5
Dragon Hunter,2008,11.0,3.3
Dragon Hunters,2008,131.0,6.5
Dragon Inn,1967,10.0,7.0
Dragon Lord,1982,22.0,6.1
Dragon Nest: Warriors' Dawn,2014,19.0,6.8
Dragon Seed,1944,3.0,3.3
Dragon Squad,2005,15.0,5.5
Dragon Tiger Gate,2006,55.0,6.7
Dragon Wars: D-War,2007,104.0,4.0
Dragon's Return,1968,1.0,5.0
Dragon: The Bruce Lee Story,1993,156.0,6.8
DragonHeart,1996,553.0,6.4
DragonHeart: A New Beginning,2000,70.0,5.5
Dragonball Evolution,2009,475.0,2.9
Dragonfly,1976,1.0,10.0
Dragonfly,2002,209.0,6.2
Dragonheart 3: The Sorcerer's Curse,2015,82.0,4.5
Dragonheart: Battle for the Heartfire,2017,25.0,5.7
Dragonlance: Dragons Of Autumn Twilight,2008,11.0,5.2
Dragonquest,2009,8.0,2.3
Dragons Forever,1988,41.0,7.2
Dragons: A Fantasy Made Real,2004,5.0,7.1
Dragons: Gift of the Night Fury,2011,126.0,6.9
Dragonslayer,1981,69.0,6.5
Dragonslayer,2011,2.0,4.5
Dragonworld,1994,5.0,5.9
Dragonwyck,1946,18.0,6.4
Dragstrip Girl,1994,0.0,0.0
Drain the Titanic,2016,0.0,0.0
Drained,2006,18.0,6.7
Drake And Josh Go Hollywood,2006,40.0,5.7
Drama of Jealousy,1970,10.0,5.9
Drama/Mex,2006,2.0,4.0
Draquila - L'Italia che trema,2010,3.0,7.0
Drawing Restraint 9,2005,11.0,6.0
Dread,2009,71.0,5.6
Dreadnaught,1981,3.0,8.0
Dream,1941,2.0,8.5
Dream,2008,11.0,6.2
Dream Boy,2008,24.0,5.9
Dream City,1973,2.0,7.5
Dream Deceivers: The Story Behind James Vance vs. Judas Priest,1992,1.0,10.0
Dream Demon,1988,2.0,7.0
Dream Driven,2014,1.0,6.0
Dream Home,2010,47.0,6.5
Dream House,2011,401.0,5.8
Dream Land,2004,0.0,0.0
Dream Lover,1993,13.0,5.9
Dream Machine,1991,6.0,4.8
Dream Man,1995,1.0,2.5
Dream Team 1935,2012,0.0,0.0
Dream Trap,1990,0.0,0.0
Dream Wife,1953,6.0,3.9
Dream Work,2001,7.0,8.1
Dream a Little Dream,1989,26.0,5.8
Dream a Little Dream 2,1995,3.0,6.0
Dream for an Insomniac,1996,12.0,6.1
Dream of a Rarebit Fiend,1906,14.0,6.8
Dream with the Fishes,1997,10.0,7.7
Dream/Killer,2015,3.0,7.3
Dreamboat,1952,5.0,7.0
Dreamcatcher,2003,574.0,5.2
Dreamcatcher,2015,2.0,5.5
Dreamchild,1985,9.0,7.1
Dreamer: Inspired By a True Story,2005,72.0,6.4
Dreamfish,2016,0.0,0.0
Dreamgirls,2006,292.0,6.6
Dreaming of Joseph Lees,1999,2.0,6.0
Dreaming of Space,2005,3.0,5.7
Dreamkeeper,2003,9.0,6.0
Dreamland,2006,9.0,5.6
Dreamland,2007,5.0,3.2
Dreamland,2016,3.0,7.3
Dreams,1955,20.0,7.1
Dreams,1990,100.0,7.5
Dreams That Money Can Buy,1947,6.0,7.2
Dreams of Dust,2008,2.0,8.5
Dreams of a Life,2011,23.0,7.0
Dreams on Spec,2007,2.0,4.0
Dreams with Sharp Teeth,2008,4.0,7.1
Dreamscape,1984,72.0,6.0
Dreamworld,2012,8.0,5.9
Dredd,2012,1971.0,6.6
Drei Mann in einem Boot,1961,4.0,5.0
Drei Männer im Schnee,1955,6.0,8.2
Drei Stunden,2013,2.0,7.5
Drei weiße Birken,1961,1.0,4.0
Dreileben: Beats Being Dead,2011,2.0,9.0
Dresden,2006,10.0,6.6
Dressed to Kill,1941,6.0,6.4
Dressed to Kill,1946,21.0,6.8
Dressed to Kill,1980,159.0,6.8
Drew: The Man Behind the Poster,2013,11.0,7.5
Drift,2013,61.0,5.7
Drifter,2016,3.0,6.7
Drifter: Henry Lee Lucas,2009,7.0,3.9
Drifters,2011,9.0,6.2
Drifters,2015,4.0,8.0
Drifting Clouds,1996,33.0,7.1
Drillbit Taylor,2008,284.0,5.5
Drinking Buddies,2013,361.0,6.0
Drishyam,2013,23.0,8.1
Drishyam,2015,49.0,7.5
Drive,1997,25.0,6.6
Drive,2011,3832.0,7.4
Drive Angry,2011,608.0,5.3
Drive Hard,2014,74.0,3.9
Drive Me Crazy,1999,62.0,5.8
Drive Thru,2007,31.0,5.0
Drive a Crooked Road,1954,4.0,4.1
"Drive, He Said",1971,4.0,6.8
Drive-In Horrorshow,2009,3.0,5.0
Driven,2001,180.0,4.5
Driven To Kill,2009,29.0,4.9
Driving Lessons,2006,49.0,6.3
Driving Me Crazy,1988,1.0,5.0
Driving Me Crazy,1991,4.0,4.4
Driving Miss Daisy,1989,358.0,7.0
Droid Gunner,1995,6.0,4.7
Drole de Drame,1937,7.0,7.1
Drona,2008,5.0,2.6
Drone,2014,6.0,5.8
Drone,2017,55.0,5.7
Drone Wars,2016,7.0,3.0
Drones,2010,5.0,5.2
Drop,2009,2.0,5.0
Drop Dead Fred,1991,107.0,5.9
Drop Dead Gorgeous,1999,88.0,6.5
Drop Dead Sexy,2005,15.0,4.5
Drop Zone,1994,91.0,5.1
Drops of Joy,2014,1.0,8.0
Drowning Ghost,2004,3.0,6.0
Drowning Mona,2000,43.0,5.4
Drowning by Numbers,1988,32.0,7.0
Drug War,2012,91.0,6.5
Drugstore Cowboy,1989,117.0,7.0
Druid Peak,2014,3.0,7.5
Drum,2004,2.0,6.0
Drumline,2002,118.0,6.2
Drumline: A New Beat,2014,13.0,5.8
Drums Across the River,1954,4.0,4.0
Drums Along the Mohawk,1939,22.0,6.5
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,2015,18.0,6.8
Drunk Wedding,2015,9.0,3.8
Drunken Angel,1948,54.0,7.7
Drunken Master,1978,178.0,7.2
Drunken Master III,1994,3.0,5.0
Drunken Master Part II - Dance of the Drunk Mantis,1979,8.0,5.9
Drunken Monkey,2002,4.0,6.3
Drunken Tai Chi,1984,4.0,6.5
Drunks,1997,0.0,0.0
Dry Cleaning,1997,5.0,4.7
Dry Movie,2005,3.0,7.3
Dry Season,2006,6.0,6.8
Dry Summer,1963,4.0,7.5
Drömkåken,1993,10.0,4.4
Dual,2013,4.0,7.9
Duck Amuck,1953,48.0,8.3
Duck Dodgers in the 24½th Century,1953,36.0,7.7
Duck Season,2004,17.0,7.2
Duck Soup,1933,170.0,7.6
"Duck, You Sucker",1971,176.0,7.7
DuckTales: The Movie - Treasure of the Lost Lamp,1990,201.0,6.7
Duckweed,2017,3.0,5.3
Ducoboo,2011,79.0,4.9
Dude Bro Party Massacre III,2015,21.0,6.2
"Dude, Where’s My Car?",2000,523.0,5.3
Dudes,1987,3.0,6.2
Dudes & Dragons,2015,10.0,4.2
Dudley Do-Right,1999,49.0,3.8
Due Date,2010,1737.0,6.2
Due Magnum .38 per una città di carogne,1975,0.0,0.0
"Due cuori, una cappella",1975,3.0,6.0
Due partite,2009,15.0,6.6
Duel,1972,374.0,7.2
Duel at Diablo,1966,22.0,6.3
Duel in the Sun,1946,38.0,6.2
Duel of Champions,1961,0.0,0.0
Duel of Hearts,1992,0.0,0.0
Duelist,2005,18.0,6.2
Duell der Brüder - Die Geschichte von Adidas und Puma,2016,10.0,7.4
Duelle,1976,11.0,7.6
Duets,2000,34.0,5.5
Duffy,1968,3.0,8.0
Duffy of San Quentin,1954,0.0,0.0
Dug's Special Mission,2009,72.0,6.9
Dugma: The Button,2016,1.0,7.0
Dukhtar,2014,7.0,6.4
Dulhe Raja,1998,8.0,6.2
Dum Laga Ke Haisha,2015,28.0,7.1
Dum Maaro Dum,2011,7.0,5.4
Duma,2005,42.0,7.0
Dumb and Dumber,1994,1894.0,6.5
Dumb and Dumber To,2014,1140.0,5.4
Dumb and Dumberer: When Harry Met Lloyd,2003,211.0,4.1
Dumb: The Story of Big Brother Magazine,2017,1.0,6.0
Dumbbells,2014,8.0,2.8
Dumbland,2002,18.0,7.4
Dumbo,1941,1206.0,6.8
Dummy,2002,15.0,6.1
Dumpling Brothers,2013,1.0,7.0
Dumplings,2004,58.0,6.4
Dune,1984,576.0,6.5
Dune Warriors,1991,5.0,3.3
Dungeons & Dragons,2000,159.0,3.9
Dungeons & Dragons: The Book of Vile Darkness,2012,17.0,4.2
Dungeons & Dragons: Wrath of the Dragon God,2005,36.0,4.8
Duniyadari,2014,0.0,0.0
Dunkirk,1958,20.0,6.6
Dunkirk,2017,2712.0,7.5
Dunno on the Moon,1997,6.0,7.0
Dunston Checks In,1996,59.0,5.1
Duplex,2003,500.0,5.9
Duplicate,1998,16.0,5.6
Duplicity,2009,203.0,5.7
Dura,2005,3.0,4.3
"Durango Is Coming, Pay or Die",1971,1.0,6.0
Dus,2005,10.0,4.4
Dus Kahaniyaan,2007,4.0,4.8
Dusk,2016,10.0,5.9
Duska,2007,4.0,4.8
Dust,2001,8.0,5.6
Dust,2005,9.0,5.4
Dust,2008,2.0,7.0
Dust Devil,1992,34.0,6.7
Dust in the Wind,1986,12.0,7.9
Dust to Glory,2005,5.0,5.4
Dustbin Baby,2008,1.0,8.0
Dutch,1991,66.0,6.4
Dutch Light,2003,1.0,8.0
Dutch in Seven Lessons,1948,1.0,5.0
Dutchman,1967,2.0,4.3
Dwayne Perkins: Take Note,2016,2.0,7.5
Dying Breed,2008,28.0,5.0
Dying Room Only,1973,5.0,6.8
