title,release_date,budget,revenue,return,directores
Make Mine Music,1946-04-26,68.0,0.0,0.0,Robert Cormack
Make Mine Music,1946-04-26,68.0,0.0,0.0,Joshua Meador
Melody Time,1948-05-27,2000000.0,0.0,0.0,Jack Kinney
Melody Time,1948-05-27,2000000.0,0.0,0.0,Hamilton Luske
Melody Time,1948-05-27,2000000.0,0.0,0.0,Clyde Geronimi
Melody Time,1948-05-27,2000000.0,0.0,0.0,Wilfred Jackson
Nekromantik,1987-05-27,0.0,0.0,0.0,Jörg Buttgereit
On Our Merry Way,1948-02-03,0.0,0.0,0.0,John Huston
On Our Merry Way,1948-02-03,0.0,0.0,0.0,Leslie Fenton
On Our Merry Way,1948-02-03,0.0,0.0,0.0,King Vidor
On Our Merry Way,1948-02-03,0.0,0.0,0.0,George Stevens
Project Moon Base,1953-09-04,0.0,0.0,0.0,Richard Talmadge
Rocketship X-M,1950-06-02,0.0,0.0,0.0,Kurt Neumann
Shaft in Africa,1973-06-14,2142000.0,1458000.0,0.680672268907563,John Guillermin
Shaft's Big Score!,1972-06-08,1978000.0,10000000.0,5.055611729019211,Gordon Parks
Croupier,1998-06-25,0.0,0.0,0.0,Mike Hodges
The Kid,2000-07-07,65000000.0,69700000.0,1.0723076923076924,Jon Turteltaub
Scary Movie,2000-07-07,19000000.0,278019771.0,14.63261952631579,Keenen Ivory Wayans
But I'm a Cheerleader,1999-09-12,1200000.0,2600000.0,2.1666666666666665,Jamie Babbit
Shower,1999-09-13,0.0,0.0,0.0,Zhang Yang
Blow-Up,1966-12-18,0.0,0.0,0.0,Michelangelo Antonioni
The Pawnbroker,1965-04-20,500000.0,0.0,0.0,Sidney Lumet
Groove,2000-06-08,0.0,0.0,0.0,Greg Harrison
Footloose,1984-02-17,8200000.0,80035402.0,9.76041487804878,Herbert Ross
Duel in the Sun,1946-12-31,6000000.0,20400000.0,3.4,King Vidor
X-Men,2000-07-13,75000000.0,296339527.0,3.951193693333333,Bryan Singer
Chuck & Buck,2000-01-21,0.0,0.0,0.0,Miguel Arteta
The Five Senses,1999-05-18,0.0,0.0,0.0,Jeremy Podeswa
The Wisdom of Crocodiles,1998-11-27,0.0,0.0,0.0,Po-Chih Leong
The In Crowd,2000-07-19,15000000.0,5217498.0,0.3478332,Mary Lambert
What Lies Beneath,2000-07-21,100000000.0,155464351.0,1.55464351,Robert Zemeckis
Pokémon: The Movie 2000,1999-07-17,30000000.0,133949270.0,4.464975666666667,Kunihiko Yuyama
Pokémon: The Movie 2000,1999-07-17,30000000.0,133949270.0,4.464975666666667,Michael Haigney
Criminal Lovers,1999-08-17,0.0,0.0,0.0,François Ozon
Anatomy of a Murder,1959-07-01,0.0,0.0,0.0,Otto Preminger
Freejack,1992-01-17,0.0,0.0,0.0,Geoff Murphy
Greaser's Palace,1972-07-31,0.0,0.0,0.0,Robert Downey Sr.
H.O.T.S.,1979-05-01,0.0,0.0,0.0,Gerald Seth Sindell
Knightriders,1981-04-10,3000000.0,0.0,0.0,George A. Romero
Mackenna's Gold,1969-03-18,7000000.0,0.0,0.0,J. Lee Thompson
Sinbad and the Eye of the Tiger,1977-07-15,3500000.0,16000000.0,4.571428571428571,Sam Wanamaker
Two Women,1960-12-23,0.0,0.0,0.0,Vittorio De Sica
What About Bob?,1991-05-17,35000000.0,63710000.0,1.8202857142857145,Frank Oz
White Sands,1992-04-24,0.0,0.0,0.0,Roger Donaldson
Breaker Morant,1980-05-15,107.0,0.0,0.0,Bruce Beresford
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,2000000.0,18016290.0,9.008145,Woody Allen
Interiors,1978-08-02,0.0,0.0,0.0,Woody Allen
Love and Death,1975-06-10,3000000.0,20173742.0,6.724580666666666,Woody Allen
The Official Story,1985-04-03,0.0,0.0,0.0,Luis Puenzo
The Other Side of Sunday,1996-02-09,0.0,0.0,0.0,Berit Nesheim
Pot o' Gold,1941-04-03,0.0,0.0,0.0,George Marshall
Tampopo,1985-11-23,0.0,0.0,0.0,Juzo Itami
Thomas and the Magic Railroad,2000-07-26,0.0,0.0,0.0,Britt Allcroft
Nutty Professor II: The Klumps,2000-07-27,84000000.0,123307945.0,1.4679517261904762,Peter Segal
The Girl on the Bridge,1999-03-31,0.0,0.0,0.0,Patrice Leconte
Wonderland,1999-05-13,0.0,0.0,0.0,Michael Winterbottom
Autumn in New York,2000-08-11,65000000.0,0.0,0.0,Joan Chen
Coyote Ugly,2000-07-30,45000000.0,113916474.0,2.5314772,David McNally
Hollow Man,2000-08-04,95000000.0,190213455.0,2.002246894736842,Paul Verhoeven
Space Cowboys,2000-07-31,65000000.0,128884132.0,1.9828328,Clint Eastwood
Better Living,1998-11-02,0.0,0.0,0.0,Max Mayer
Mad About Mambo,2000-04-04,0.0,0.0,0.0,John Forte
Psycho Beach Party,2000-08-06,1500000.0,0.0,0.0,Robert Lee King
Saving Grace,2000-01-24,10000000.0,26330482.0,2.6330482,Nigel Cole
Black Sabbath,1963-08-22,0.0,0.0,0.0,Mario Bava
The Brain That Wouldn't Die,1962-02-25,62000.0,0.0,0.0,Joseph Green
Bronco Billy,1980-06-11,0.0,0.0,0.0,Clint Eastwood
The Crush,1993-04-02,6000000.0,13609396.0,2.2682326666666666,Alan Shapiro
Kelly's Heroes,1970-06-22,4000000.0,5200000.0,1.3,Brian G. Hutton
Phantasm II,1988-07-08,3000000.0,7282851.0,2.427617,Don Coscarelli
Phantasm III: Lord of the Dead,1994-05-06,2500000.0,0.0,0.0,Don Coscarelli
Phantasm IV: Oblivion,1998-07-31,650000.0,0.0,0.0,Don Coscarelli
Pumpkinhead,1988-06-09,3500000.0,4385516.0,1.2530045714285714,Stan Winston
Air America,1990-08-10,0.0,33461269.0,0.0,Roger Spottiswoode
Sleepaway Camp,1983-11-18,350000.0,0.0,0.0,Robert Hiltzik
Steel Magnolias,1989-11-15,0.0,95904091.0,0.0,Herbert Ross
...And God Created Woman,1956-11-28,0.0,0.0,0.0,Roger Vadim
Easy Money,1983-08-19,0.0,0.0,0.0,James Signorelli
Ilsa: She Wolf of the SS,1975-10-01,0.0,0.0,0.0,Don Edmonds
Silent Fall,1994-10-28,30000000.0,3180674.0,0.1060224666666666,Bruce Beresford
The Spiral Staircase,1946-02-06,0.0,0.0,0.0,Robert Siodmak
What Ever Happened to Aunt Alice?,1969-08-20,0.0,0.0,0.0,Lee H. Katzin
Margaret Cho: I'm the One That I Want,2000-07-01,0.0,0.0,0.0,Lionel Coleman
The Tao of Steve,2000-08-04,0.0,0.0,0.0,Jenniphr Goodman
The Tic Code,2000-06-01,0.0,0.0,0.0,Gary Winick
Aimee & Jaguar,1999-02-10,0.0,0.0,0.0,Max Färberböck
An Affair of Love,1999-09-04,0.0,0.0,0.0,Frédéric Fonteyne
The Autumn Heart,1999-01-27,0.0,11532.0,0.0,Steven Maler
Bless the Child,2000-08-11,40000000.0,0.0,0.0,Chuck Russell
Cecil B. Demented,2000-05-17,10000000.0,0.0,0.0,John Waters
The Eyes of Tammy Faye,2000-01-25,0.0,0.0,0.0,Fenton Bailey
The Eyes of Tammy Faye,2000-01-25,0.0,0.0,0.0,Randy Barbato
The Opportunists,2000-05-17,0.0,0.0,0.0,Myles Connell
The Replacements,2000-08-07,0.0,0.0,0.0,Howard Deutch
About Adam,2000-01-28,0.0,151559.0,0.0,Gerard Stembridge
The Cell,2000-08-17,33000000.0,104155843.0,3.1562376666666667,Tarsem Singh
Godzilla 2000,1999-12-11,1000000.0,10037390.0,10.03739,Takao Okawara
The Original Kings of Comedy,2000-08-18,0.0,0.0,0.0,Spike Lee
Sunset Strip,2000-08-18,0.0,0.0,0.0,Adam Collis
All the Rage,1999-09-11,0.0,0.0,0.0,James D. Stern
The Naked Gun: From the Files of Police Squad!,1988-12-02,12000000.0,78756177.0,6.56301475,David Zucker
The Naked Gun 2½: The Smell of Fear,1991-06-28,23000000.0,86930411.0,3.7795830869565217,David Zucker
Our Town,1940-05-24,0.0,0.0,0.0,Sam Wood
Shane,1953-04-23,3100000.0,20000000.0,6.451612903225806,George Stevens
"Suddenly, Last Summer",1959-12-22,3000000.0,0.0,0.0,Joseph L. Mankiewicz
Cat Ballou,1965-06-24,0.0,20666667.0,0.0,Elliot Silverstein
A Couch in New York,1996-01-01,0.0,0.0,0.0,Chantal Akerman
The Devil Rides Out,1968-07-20,0.0,0.0,0.0,Terence Fisher
Jerry and Tom,1998-12-04,0.0,0.0,0.0,Saul Rubinek
Supergirl,1984-11-19,35000000.0,14296438.0,0.4084696571428571,Jeannot Szwarc
X: The Unknown,1956-09-21,0.0,0.0,0.0,Leslie Norman
X: The Unknown,1956-09-21,0.0,0.0,0.0,Joseph Losey
The Art of War,2000-08-23,40000000.0,30199105.0,0.754977625,Christian Duguay
The Ballad of Ramblin' Jack,2000-01-26,0.0,0.0,0.0,Aiyana Elliott
Phish: Bittersweet Motel,2000-08-25,0.0,0.0,0.0,
Bring It On,2000-08-25,28000000.0,90449929.0,3.230354607142857,Peyton Reed
Catfish in Black Bean Sauce,2000-06-09,0.0,0.0,0.0,Chi Muoi Lo
The Crew,2000-08-21,0.0,0.0,0.0,Michael Dinner
Love & Sex,2000-01-24,0.0,0.0,0.0,Valerie Breiman
Steal This Movie,2000-08-18,0.0,0.0,0.0,Robert Greenwald
Went to Coney Island on a Mission from God... Be Back by Five,1998-01-01,0.0,0.0,0.0,
Skipped Parts,2000-06-06,0.0,0.0,0.0,Tamra Davis
Highlander: Endgame,2000-09-01,25000000.0,15843608.0,0.63374432,Douglas Aarniokoski
Backstage,2000-09-08,0.0,0.0,0.0,Chris Fiore
Turn It Up,2000-09-06,0.0,0.0,0.0,Robert Adetuyi
Anatomy,2000-02-03,0.0,0.0,0.0,Stefan Ruzowitzky
Nurse Betty,2000-09-08,24000000.0,0.0,0.0,Neil LaBute
Alone,1999-03-05,0.0,0.0,0.0,Benito Zambrano
The Watcher,2000-09-08,33000000.0,0.0,0.0,Joe Charbanic
The Way of the Gun,2000-09-08,8500000.0,19125401.0,2.2500471764705883,Christopher McQuarrie
Almost Famous,2000-09-15,60000000.0,47383689.0,0.78972815,Cameron Crowe
Bait,2000-09-14,35000000.0,0.0,0.0,Antoine Fuqua
Circus,2000-05-05,0.0,0.0,0.0,Rob Walker
Crime + Punishment in Suburbia,2000-01-01,0.0,26394.0,0.0,Robert Schmidt
Duets,2000-09-09,0.0,0.0,0.0,Bruce Paltrow
Goya in Bordeaux,1999-09-04,0.0,0.0,0.0,Carlos Saura
Urbania,2000-01-24,0.0,0.0,0.0,Jon Matthews
Uninvited Guest,1999-06-01,0.0,170832.0,0.0,Timothy Wayne Folsome
The Specials,2000-09-22,0.0,0.0,0.0,Craig Mazin
Under Suspicion,2000-09-24,25000000.0,260562.0,0.01042248,Stephen Hopkins
Prince of Central Park,2000-09-22,0.0,0.0,0.0,John Leekley
Urban Legends: Final Cut,2000-09-19,14000000.0,38574362.0,2.7553115714285714,John Ottman
Woman on Top,2000-09-22,8000000.0,0.0,0.0,Fina Torres
Dancer in the Dark,2000-05-17,12800000.0,40031879.0,3.127490546875,Lars von Trier
Best in Show,2000-09-19,0.0,0.0,0.0,Christopher Guest
Beautiful,2000-09-10,0.0,0.0,0.0,Sally Field
Barenaked in America,1999-01-01,0.0,0.0,0.0,Jason Priestley
The Broken Hearts Club: A Romantic Comedy,2000-02-01,1000000.0,1744858.0,1.744858,Greg Berlanti
Girlfight,2000-05-01,0.0,0.0,0.0,Karyn Kusama
Remember the Titans,2000-09-29,30000000.0,136706683.0,4.556889433333334,Boaz Yakin
Hellraiser,1987-09-11,1000000.0,14564027.0,14.564027,Clive Barker
Hellbound: Hellraiser II,1988-12-23,3000000.0,12090735.0,4.030245,Tony Randel
Hellraiser III: Hell on Earth,1992-09-11,5000000.0,12534961.0,2.5069922,Anthony Hickox
"Faraway, So Close!",1993-09-09,0.0,810455.0,0.0,Wim Wenders
Beach Party,1963-08-07,0.0,0.0,0.0,William Asher
Bikini Beach,1964-07-22,0.0,0.0,0.0,William Asher
Return of the Fly,1959-07-01,0.0,0.0,0.0,Edward Bernds
Pajama Party,1964-11-11,0.0,0.0,0.0,Don Weis
Stranger Than Paradise,1984-10-01,0.0,0.0,0.0,Jim Jarmusch
Voyage to the Bottom of the Sea,1961-07-12,1580000.0,7000000.0,4.430379746835443,Irwin Allen
Fantastic Voyage,1966-08-24,5115000.0,12000000.0,2.346041055718475,Richard Fleischer
Abbott and Costello Meet Frankenstein,1948-06-15,0.0,0.0,0.0,Charles Barton
The Bank Dick,1940-11-29,0.0,0.0,0.0,Edward F. Cline
Creature from the Black Lagoon,1954-03-05,0.0,1300000.0,0.0,Jack Arnold
The Giant Gila Monster,1959-06-25,0.0,0.0,0.0,Ray Kellogg
The Invisible Man,1933-11-13,328000.0,0.0,0.0,James Whale
The Killer Shrews,1959-06-25,0.0,0.0,0.0,Ray Kellogg
Kronos,1957-03-31,0.0,0.0,0.0,Kurt Neumann
Phantom of the Opera,1943-08-27,1500000.0,0.0,0.0,Arthur Lubin
Runaway,1984-12-14,0.0,0.0,0.0,Michael Crichton
The Slumber Party Massacre,1982-11-12,0.0,0.0,0.0,Amy Holden Jones
Slumber Party Massacre II,1987-10-30,0.0,0.0,0.0,Deborah Brock
Slumber Party Massacre III,1990-09-07,0.0,0.0,0.0,Sally Mattison
Sorority House Massacre,1986-10-01,0.0,0.0,0.0,Carol Frank
Sorority House Massacre II,1990-10-05,0.0,0.0,0.0,Jim Wynorski
Bamboozled,2000-10-06,0.0,0.0,0.0,Spike Lee
Bootmen,2000-10-05,0.0,0.0,0.0,Dein Perry
Digimon: The Movie,2000-03-17,5500000.0,0.0,0.0,Mamoru Hosoda
Digimon: The Movie,2000-03-17,5500000.0,0.0,0.0,Shigeyasu Yamauchi
Get Carter,2000-10-06,63600000.0,19412993.0,0.3052357389937107,Stephen T. Kay
Get Carter,1971-03-03,1814462.0,0.0,0.0,Mike Hodges
Meet the Parents,2000-10-06,55000000.0,330444045.0,6.008073545454545,Jay Roach
Requiem for a Dream,2000-10-27,4500000.0,7390108.0,1.6422462222222225,Darren Aronofsky
Tigerland,2000-09-22,10000000.0,0.0,0.0,Joel Schumacher
Two Family House,2000-01-21,0.0,0.0,0.0,Raymond De Felitta
The Contender,2000-10-13,9000000.0,0.0,0.0,Rod Lurie
Dr. T and the Women,2000-09-13,12000000.0,0.0,0.0,Robert Altman
Just Looking,1999-10-21,3000000.0,0.0,0.0,Jason Alexander
The Ladies Man,2000-10-13,24000000.0,13700000.0,0.5708333333333333,Reginald Hudlin
Lost Souls,2000-10-13,0.0,0.0,0.0,Janusz Kamiński
Billy Jack,1971-08-02,0.0,0.0,0.0,Tom Laughlin
Billy Jack Goes to Washington,1977-04-16,0.0,0.0,0.0,Tom Laughlin
The Time Machine,1960-08-17,750000.0,0.0,0.0,George Pal
Haunted,1995-10-27,0.0,0.0,0.0,Lewis Gilbert
Ghoulies,1984-11-08,1000000.0,35000000.0,35.0,Luca Bercovici
Ghoulies II,1987-09-18,0.0,0.0,0.0,Albert Band
The Unsinkable Molly Brown,1964-06-11,0.0,0.0,0.0,Charles Walters
The Adventures of Ichabod and Mr. Toad,1949-10-05,0.0,0.0,0.0,James Algar
The Adventures of Ichabod and Mr. Toad,1949-10-05,0.0,0.0,0.0,Jack Kinney
The Adventures of Ichabod and Mr. Toad,1949-10-05,0.0,0.0,0.0,Clyde Geronimi
The Strange Love of Martha Ivers,1946-07-24,0.0,0.0,0.0,Lewis Milestone
Detour,1945-11-30,30.0,0.0,0.0,Edgar G. Ulmer
Billy Elliot,2000-05-18,5000000.0,110000000.0,22.0,Stephen Daldry
Bedazzled,2000-10-19,48000000.0,90383208.0,1.8829835,Harold Ramis
Pay It Forward,2000-10-12,40000000.0,55707411.0,1.392685275,Mimi Leder
The Beyond,1981-04-22,0.0,0.0,0.0,Lucio Fulci
The Private Eyes,1980-04-17,0.0,0.0,0.0,Lang Elliott
The Legend of Drunken Master,1994-02-03,0.0,0.0,0.0,Liu Chia-Liang
Book of Shadows: Blair Witch 2,2000-10-27,0.0,0.0,0.0,Joe Berlinger
The Little Vampire,2000-10-27,22000000.0,13555988.0,0.6161812727272727,Uli Edel
Lucky Numbers,2000-10-27,65000000.0,0.0,0.0,Nora Ephron
Stardom,2000-10-13,0.0,0.0,0.0,Denys Arcand
Charlie's Angels,2000-11-02,92000000.0,264105545.0,2.870712445652174,McG
The Legend of Bagger Vance,2000-11-02,80000000.0,39459427.0,0.4932428375,Robert Redford
Little Nicky,2000-11-10,85000000.0,0.0,0.0,Steven Brill
Men of Honor,2000-09-13,32000000.0,48814909.0,1.52546590625,"George Tillman, Jr."
Red Planet,2000-11-10,80000000.0,33463969.0,0.4182996125,Antony Hoffman
What's Cooking?,2000-01-20,0.0,0.0,0.0,Gurinder Chadha
You Can Count on Me,2000-11-17,0.0,0.0,0.0,Kenneth Lonergan
Diamonds Are Forever,1971-12-13,7200000.0,116019547.0,16.113825972222223,Guy Hamilton
The Eagle Has Landed,1976-12-24,0.0,0.0,0.0,John Sturges
The 6th Day,2000-11-17,82000000.0,96085477.0,1.1717741097560976,Roger Spottiswoode
Bounce,2000-11-15,35000000.0,36779296.0,1.0508370285714286,Don Roos
How the Grinch Stole Christmas,2000-11-17,123000000.0,345141403.0,2.8060276666666666,Ron Howard
One Day in September,1999-10-22,0.0,0.0,0.0,Kevin Macdonald
Rugrats in Paris: The Movie,2000-09-14,30.0,103.0,3.433333333333333,Stig Bergqvist
102 Dalmatians,2000-10-07,85000000.0,183611771.0,2.160138482352941,Kevin Lima
Malena,2000-10-27,0.0,0.0,0.0,Giuseppe Tornatore
Quills,2000-11-22,13500000.0,7060876.0,0.5230278518518519,Philip Kaufman
Unbreakable,2000-11-13,75000000.0,248118121.0,3.308241613333333,M. Night Shyamalan
Boys Life 3,2000-11-16,0.0,0.0,0.0,Gregory Cooke
Boys Life 3,2000-11-16,0.0,0.0,0.0,Bradley Rust Gray
Boys Life 3,2000-11-16,0.0,0.0,0.0,Lane Janger
Boys Life 3,2000-11-16,0.0,0.0,0.0,David Fourier
Boys Life 3,2000-11-16,0.0,0.0,0.0,Jason Gould
"Crouching Tiger, Hidden Dragon",2000-10-01,17000000.0,213525736.0,12.560337411764706,Ang Lee
Dungeons & Dragons,2000-12-08,35000000.0,15185241.0,0.4338640285714286,Courtney Solomon
Proof of Life,2000-12-08,65000000.0,0.0,0.0,Taylor Hackford
Vertical Limit,2000-12-08,75000000.0,215663859.0,2.87551812,Martin Campbell
The Bounty,1984-05-04,25000000.0,8613462.0,0.34453848,Roger Donaldson
Code of Silence,1985-05-03,0.0,20345361.0,0.0,Andrew Davis
"Planes, Trains and Automobiles",1987-11-26,0.0,49230280.0,0.0,John Hughes
She's Having a Baby,1988-02-05,0.0,0.0,0.0,John Hughes
Secrets of the Heart,1997-03-19,0.0,0.0,0.0,Montxo Armendáriz
The Living Daylights,1987-06-29,40000000.0,191185897.0,4.779647425,John Glen
The Transformers: The Movie,1986-08-08,6000000.0,5849647.0,0.9749411666666666,Nelson Shin
Wall Street,1987-12-10,15000000.0,43848069.0,2.9232046,Oliver Stone
Born on the Fourth of July,1989-12-20,14000000.0,161001698.0,11.500121285714286,Oliver Stone
Talk Radio,1988-12-21,4000000.0,3468572.0,0.867143,Oliver Stone
Brewster's Millions,1985-05-22,20000000.0,45833132.0,2.2916566,Walter Hill
Snatch,2000-09-01,10000000.0,83557872.0,8.3557872,Guy Ritchie
Punchline,1988-10-07,15000000.0,21032267.0,1.4021511333333334,David Seltzer
Mr Accident,2000-03-24,0.0,0.0,0.0,Yahoo Serious
Chocolat,2000-12-14,25000000.0,152500343.0,6.10001372,Lasse Hallström
"Dude, Where’s My Car?",2000-12-15,13000000.0,73180723.0,5.629286384615384,Danny Leiner
The Emperor's New Groove,2000-12-09,100000000.0,169327687.0,1.69327687,Mark Dindal
Pollock,2000-09-06,6.0,8.0,1.3333333333333333,Ed Harris
What Women Want,2000-12-15,70000000.0,374111707.0,5.344452957142857,Nancy Meyers
Finding Forrester,2000-12-21,43000000.0,80049764.0,1.861622418604651,Gus Van Sant
The Gift,2000-12-22,10000000.0,12008642.0,1.2008642,Sam Raimi
Before Night Falls,2000-09-03,0.0,8524534.0,0.0,Julian Schnabel
Cast Away,2000-12-22,90000000.0,429632142.0,4.773690466666666,Robert Zemeckis
The Family Man,2000-12-12,60000000.0,0.0,0.0,Brett Ratner
The House of Mirth,2000-09-23,10000000.0,5164404.0,0.5164404,Terence Davies
Miss Congeniality,2000-12-14,45000000.0,212000000.0,4.711111111111111,Donald Petrie
Nowhere to Hide,1999-01-01,0.0,0.0,0.0,Lee Myung-Se
"O Brother, Where Art Thou?",2000-08-30,26000000.0,71868327.0,2.764166423076923,Joel Coen
Songcatcher,2001-03-01,0.0,0.0,0.0,Maggie Greenwald
State and Main,2000-08-26,0.0,0.0,0.0,David Mamet
Dracula 2000,2000-12-22,28000000.0,33000337.0,1.1785834642857145,Patrick Lussier
All the Pretty Horses,2000-12-11,57000000.0,0.0,0.0,Billy Bob Thornton
An Everlasting Piece,2000-12-22,0.0,0.0,0.0,Barry Levinson
Thirteen Days,2000-12-24,80000000.0,34566746.0,0.432084325,Roger Donaldson
Traffic,2000-12-27,48000000.0,207515725.0,4.323244270833333,Steven Soderbergh
The Claim,2000-12-29,0.0,0.0,0.0,Michael Winterbottom
Shadow of the Vampire,2000-05-15,8000000.0,8279017.0,1.034877125,E. Elias Merhige
House of Games,1987-10-11,0.0,2585639.0,0.0,David Mamet
Kill Me Again,1989-10-27,4000000.0,0.0,0.0,John Dahl
Annie,1982-06-18,50000000.0,57059003.0,1.14118006,John Huston
Don't Tell Mom the Babysitter's Dead,1991-06-07,10000000.0,25196249.0,2.5196249,Stephen Herek
An Officer and a Gentleman,1982-07-28,0.0,129795554.0,0.0,Taylor Hackford
The Alamo,1960-10-23,12000000.0,7900000.0,0.6583333333333333,John Wayne
At Close Range,1986-04-18,6500000.0,2347000.0,0.3610769230769231,James Foley
Breaker! Breaker!,1977-04-01,0.0,0.0,0.0,Don Hulette
Breakheart Pass,1975-12-25,0.0,0.0,0.0,Tom Gries
Friendly Persuasion,1956-11-25,0.0,0.0,0.0,William Wyler
Gettysburg,1993-10-08,0.0,25000000.0,0.0,Ronald F. Maxwell
Imaginary Crimes,1994-10-14,0.0,0.0,0.0,Anthony Drazan
Rancho Deluxe,1975-01-01,0.0,0.0,0.0,Frank Perry
The St  Francisville Experiment,2000-04-15,0.0,0.0,0.0,Ted Nicolaou
Antitrust,2001-01-12,30000000.0,18195610.0,0.6065203333333333,Peter Howitt
Double Take,2001-01-12,0.0,0.0,0.0,George Gallo
Save the Last Dance,2001-01-12,13000000.0,91038276.0,7.002944307692308,Thomas Carter
Panic,2000-12-01,1000000.0,779137.0,0.779137,Henry Bromell
The Pledge,2001-01-09,35000000.0,29400000.0,0.84,Sean Penn
Kids World,2001-12-07,0.0,0.0,0.0,Dale G. Bradley
The Personals,1998-03-13,0.0,0.0,0.0,Chen Kuo-Fu
The Amati Girls,2001-01-09,0.0,0.0,0.0,Anne De Salvo
Love Field,1992-12-11,0.0,0.0,0.0,Jonathan Kaplan
The Man in the Moon,1991-09-30,0.0,2853801.0,0.0,Robert Mulligan
Mystic Pizza,1988-10-13,0.0,0.0,0.0,Donald Petrie
Prelude to a Kiss,1992-07-10,0.0,22697691.0,0.0,Norman René
Coffy,1973-06-13,500000.0,0.0,0.0,Jack Hill 
Foxy Brown,1974-04-05,500000.0,0.0,0.0,Jack Hill 
I'm Gonna Git You Sucka,1988-11-10,0.0,0.0,0.0,Keenen Ivory Wayans
Untamed Heart,1993-02-12,0.0,18899204.0,0.0,Tony Bill
Sugar & Spice,2001-01-24,11000000.0,13276953.0,1.2069957272727272,Francine McDougall
The Wedding Planner,2001-01-26,35000000.0,94728529.0,2.7065294,Adam Shankman
Amy,1997-09-12,0.0,0.0,0.0,Nadia Tass
Dog Run,2001-04-04,0.0,0.0,0.0,
Faithless,2000-09-15,0.0,0.0,0.0,Liv Ullmann
The Invisible Circus,2001-02-23,0.0,0.0,0.0,Adam Brooks
The Legend of Rita,2000-09-14,0.0,0.0,0.0,Volker Schlöndorff
A Monkey's Tale,1999-06-02,0.0,0.0,0.0,Jean-François Laguionie
Two Ninas,2000-12-01,0.0,0.0,0.0,Neil Turitz
"Harry, He's Here To Help",2000-08-15,0.0,3818452.0,0.0,Dominik Moll
Amazing Grace and Chuck,1987-05-22,0.0,0.0,0.0,Mike Newell
Amazon Women on the Moon,1987-09-18,0.0,0.0,0.0,Peter Horton
Amazon Women on the Moon,1987-09-18,0.0,0.0,0.0,Carl Gottlieb
Amazon Women on the Moon,1987-09-18,0.0,0.0,0.0,Joe Dante
Amazon Women on the Moon,1987-09-18,0.0,0.0,0.0,Robert K. Weiss
Amazon Women on the Moon,1987-09-18,0.0,0.0,0.0,John Landis
Baby Boom,1987-09-17,0.0,0.0,0.0,Charles Shyer
Back to the Beach,1987-08-07,0.0,0.0,0.0,Lyndall Hobbs
Barfly,1987-09-02,3000000.0,3221568.0,1.073856,Barbet Schroeder
Best Seller,1987-09-25,0.0,4278150.0,0.0,John Flynn
Beverly Hills Cop II,1987-05-18,20000000.0,299965036.0,14.9982518,Tony Scott
Beverly Hills Cop,1984-11-29,15000000.0,316360478.0,21.09069853333333,Martin Brest
The Big Easy,1986-11-27,0.0,0.0,0.0,Jim McBride
Big Shots,1987-10-02,0.0,0.0,0.0,Robert Mandel
The Big Town,1987-09-25,0.0,1700000.0,0.0,Ben Bolt
Born in East L.A.,1987-08-21,0.0,0.0,0.0,Cheech Marin
The Brave Little Toaster,1987-07-09,2000000.0,0.0,0.0,Jerry Rees
Can't Buy Me Love,1987-08-14,1800000.0,31623833.0,17.568796111111112,Steve Rash
Cherry 2000,1987-11-12,10000000.0,14000.0,0.0014,Steve De Jarnatt
Cop,1988-01-01,2.0,0.0,0.0,James B. Harris
Critical Condition,1987-01-16,14000000.0,0.0,0.0,Michael Apted
Cry Freedom,1987-11-05,0.0,0.0,0.0,Richard Attenborough
Curse,1987-01-01,0.0,0.0,0.0,Kong Yeung
Dead of Winter,1987-02-06,0.0,2413427.0,0.0,Arthur Penn
The Dead,1987-09-03,0.0,0.0,0.0,John Huston
Death Before Dishonor,1987-02-20,0.0,0.0,0.0,Terry Leonard
Disorderlies,1987-07-14,0.0,10348437.0,0.0,Michael Schultz
Dogs in Space,1986-12-18,0.0,0.0,0.0,Richard Lowenstein
Eddie Murphy Raw,1987-11-25,0.0,50504655.0,0.0,Robert Townsend
Empire of the Sun,1987-12-09,35000000.0,22238696.0,0.6353913142857143,Steven Spielberg
Ernest Goes to Camp,1987-05-22,3000000.0,23509382.0,7.836460666666666,John R. Cherry III
The Evil Dead,1981-10-15,350000.0,29400000.0,84.0,Sam Raimi
Extreme Prejudice,1987-04-24,0.0,0.0,0.0,Walter Hill
Family Viewing,1987-10-02,0.0,0.0,0.0,Atom Egoyan
Five Corners,1987-09-11,0.0,0.0,0.0,Tony Bill
Flowers in the Attic,1987-11-20,0.0,0.0,0.0,Jeffrey Bloom
