release_date,title
1965-12-09,A Charlie Brown Christmas
1966-01-09,Dracula: Prince of Darkness
1965-06-23,The Hallelujah Trail
1965-11-22,The Heroes of Telemark
1965-06-22,The Hill
1965-04-06,In Harm's Way
1966-10-26,Incubus
1965-10-11,The Loved One
1965-04-07,Major Dundee
1965-04-01,Operation Crossbow
1966-10-23,Ride in the Whirlwind
1965-12-13,A Thousand Clowns
1964-09-21,The Train
1966-12-16,Andrei Rublev
1966-05-25,Au Hasard Balthazar
1966-07-30,Batman
1966-12-21,Grand Prix
1966-06-09,Khartoum
1967-10-21,Dragon Inn
1966-11-15,Manos: The Hands of Fate
1966-11-18,Closely Watched Trains
1966-04-10,Tokyo Drifter
1967-12-20,Asterix the Gaul
1967-04-01,"Gappa, the Triphibian Monster"
1967-05-17,Dont Look Back
1968-01-01,Fando and Lis
1967-11-05,The Incident
1967-06-15,Branded to Kill
1968-03-22,The Bride Wore Black
1967-12-16,PlayTime
1967-08-30,Point Blank
1966-10-23,The Shooting
1967-06-30,The St. Valentine's Day Massacre
1967-09-23,Titicut Follies
1967-10-31,Tony Rome
1967-04-27,Two for the Road
1967-01-19,Up the Down Staircase
1967-05-27,The War Wagon
1968-12-16,Asterix and Cleopatra
1968-04-27,The Diamond Arm
1968-11-07,Dracula Has Risen from the Grave
1968-11-06,Head
1968-07-31,The Heart Is a Lonely Hunter
1968-10-06,"I Love You, Alice B. Toklas!"
1968-06-10,Petulia
1968-10-13,The Subject Was Roses
1968-11-30,Sympathy for the Devil
1966-03-14,War and Peace
1968-04-24,"Yours, Mine and Ours"
1969-08-20,Alice's Restaurant
1969-07-15,Camille 2000
1970-04-08,Colossus: The Forbin Project
1967-08-31,Death Rides a Horse
1969-11-05,"Goodbye, Mr. Chips"
1969-08-27,Journey to the Far Side of the Sun
1969-06-10,Last Summer
1969-06-04,My Night at Maud's
1969-12-12,The Magic Christian
1969-09-19,Marlowe
1969-06-06,More
1969-12-25,The Reivers
1970-05-07,Taste the Blood of Dracula
1969-02-28,The Joke
1970-01-09,...tick... tick... tick...
1970-12-05,Brewster McCloud
1970-09-17,Violent City
1970-11-18,Dirty Dingus Magee
1970-10-31,Dodes'ka-den
1970-03-21,Gamera vs. Jiger
1970-12-11,Claire's Knee
1970-04-27,"Hi, Mom!"
1970-09-09,House of Dark Shadows
1970-04-24,A Swedish Love Story
1970-05-20,The Landlord
1970-06-17,On a Clear Day You Can See Forever
1970-08-03,Performance
1970-10-19,A Trip Down the River
1971-01-01,Long Live Death
1970-03-30,The White Sun of the Desert
1970-02-09,Zabriskie Point
1971-03-31,The Beguiled
1971-07-01,The Devils
1972-10-01,Duel
1972-02-18,Evil Roy Slade
1971-09-24,The Go-Between
1971-08-04,Johnny Got His Gun
1971-01-01,Lawman
1971-08-06,Let's Scare Jessica to Death
1970-12-22,They Call Me Trinity
1971-11-12,Mon oncle Antoine
1971-03-11,A New Leaf
1971-11-29,Nicholas and Alexandra
1971-06-30,Von Richthofen and Brown
1970-11-08,Scars of Dracula
1971-05-26,Support Your Local Gunfighter
1971-04-23,Sweet Sweetback's Baadasssss Song
1970-12-18,El Topo
1971-03-08,The Emigrants
1972-01-21,Blood of Ghastly Horror
1971-08-15,Brother John
1972-07-01,Dr. Phibes Rises Again
1972-09-27,Dracula A.D. 1972
1972-06-01,Get to Know Your Rabbit
1972-12-06,The Tall Blond Man with One Black Shoe
1972-04-01,Lone Wolf and Cub: Sword of Vengeance
1972-06-01,Lone Wolf and Cub: Baby Cart at the River Styx
1972-10-12,Lady Sings the Blues
1973-09-22,Payday
1973-03-07,Slither
1971-04-16,Trafic
1973-10-17,The Mad Adventures of Rabbi Jacob
1973-09-19,Charley Varrick
1974-04-01,Dark Star
1973-11-12,A Delicate Balance
1974-02-08,Bram Stoker's Dracula
1973-05-23,Emperor of the North
1973-11-07,Executive Action
1973-12-16,The Glass Menagerie
1973-12-13,My Name Is Nobody
1973-06-01,Invasion of the Bee Girls
1973-05-01,Lemora: A Child's Tale of the Supernatural
1974-09-01,Phase IV
1973-02-14,Save the Tiger
1973-04-11,Scarecrow
1973-03-27,Sisters
1973-09-21,The Spook Who Sat by the Door
1973-03-15,Theatre of Blood
1972-05-26,Five Fingers of Death
1973-02-22,Turkish Delight
1973-02-22,Walking Tall
1974-01-21,Butley
1974-08-07,California Split
1974-10-10,The Cars That Ate Paris
1974-03-27,Conrack
1974-11-28,The Living Dead at Manchester Morgue
1974-06-25,Emmanuelle
1974-09-10,The Phantom of Liberty
1973-11-30,Flesh for Frankenstein
1974-11-01,General Idi Amin Dada
1974-07-28,Gone in 60 Seconds
1974-06-23,The Groove Tube
1974-08-12,Harry and Tonto
1974-01-01,Hearts and Minds
1973-05-01,The Holy Mountain
1974-11-06,The Little Prince
1974-06-19,The Terminal Man
1974-02-11,Thieves Like Us
1975-01-01,The Adventure of Sherlock Holmes' Smarter Brother
1975-12-19,The Adventures of the Wilderness Family
1975-11-19,"Cousin, Cousine"
1975-04-26,Dolemite
1976-09-08,The Twelve Tasks of Asterix
1975-12-15,Emmanuelle II
1975-08-08,"Farewell, My Lovely"
1975-05-20,The Fortune
1975-05-18,French Connection II
1975-03-13,The Great Waldo Pepper
1975-10-08,The Story of Adele H
1975-12-31,"The Irony of Fate, or Enjoy Your Bath!"
1975-06-11,Night Moves
1975-02-28,The Passenger
1976-07-15,Hand of Death
1974-08-31,Sister Street Fighter
1975-04-02,Supervixens
1975-03-04,Trilogy of Terror
1976-09-03,1900
1976-03-17,Small Change
1977-05-01,Twenty Days Without War
1976-08-13,From Noon Till Three
1976-08-13,Futureworld
1976-10-15,Harlan County U.S.A.
1976-04-25,Hollywood Boulevard
1976-05-19,The Marquise of O
1975-04-25,Mistress
1977-03-09,The Message
1976-05-19,The Missouri Breaks
1976-09-27,A Slave of Love
1976-12-03,Silver Streak
1976-10-01,Up!
1976-04-26,Who Can Kill a Child?
1977-12-15,ABBA - The Movie
1977-04-07,Demon Seed
1977-12-25,High Anxiety
1977-04-27,The Man Who Loved Women
1978-07-21,The Hound of the Baskervilles
1978-04-28,Place without Limits
1977-06-21,"New York, New York"
1977-01-25,Providence
1977-06-24,Sorcerer
1977-11-14,The Turning Point
1978-03-22,The Rutles: All You Need Is Cash
1978-12-22,Brass Target
1977-12-10,Capricorn One
1978-08-12,The Five Venoms
1978-10-01,Gates of Heaven
1979-11-22,Last Hurrah for Chivalry
1978-07-02,Harper Valley P.T.A.
1977-11-27,The Hobbit
1978-09-22,In Praise Of Older Women
1979-08-01,Parts: The Clonus Horror
1978-07-05,The Grapes of Death
1978-05-20,The Adventures of Picasso
1978-03-01,Snake in the Eagle's Shadow
1978-08-29,A Wedding
1979-10-05,Best Boy
1979-11-22,French Fried Vacation 2
1979-12-19,Buffet Froid
1979-03-14,Hair
1979-12-12,I as in Icarus
1979-06-15,The In-Laws
1979-04-26,Love at First Bite
1979-08-29,La Luna
1977-12-22,Opening Night
1979-02-09,Quintet
1978-01-01,Rockers
1979-10-05,Starting Over
1980-12-25,Children's Island
1980-03-14,Defiance
1981-02-09,The Hitch Hikers Guide to the Galaxy
1982-03-14,Genocide
1981-12-25,Peter-No-Tail
1981-11-28,Treasure of the Yankee Zephyr
1982-09-20,Smiley's People
1982-11-09,The Scarlet Pimpernel
1983-03-25,Bad Boys
1983-07-21,Barefoot Gen
1983-02-05,Blue Thunder
1983-12-16,D.C. Cab
1983-11-20,The Day After
1983-11-04,Deal of the Century
1983-05-06,Doctor Detroit
1983-08-17,Eddie Murphy: Delirious
1983-10-11,El Norte
1983-01-18,Lianna
1983-05-23,"Merry Christmas, Mr. Lawrence"
1983-02-18,The Pirates of Penzance
1983-11-25,The Raiders of Atlantis
1983-09-04,First Name: Carmen
1983-04-15,Rock & Rule
1983-09-21,Sugar Cane Alley
1983-10-20,Rumble Fish
1983-12-30,The Makioka Sisters
1983-11-11,Star 80
1983-08-05,The Star Chamber
1983-09-16,Strange Invaders
1983-07-01,Stroker Ace
1983-12-16,To Be or Not to Be
1983-06-24,Twilight Zone: The Movie
1983-03-23,The Fourth Man
1984-04-13,Suburbia
1983-06-24,Yellowbeard
1983-05-11,One Deadly Summer
1984-01-01,Another Country
1984-05-01,Boy Meets Girl
1984-08-29,Choose Me
1984-12-17,A Christmas Carol
1984-08-10,Cloak & Dagger
1984-10-10,Comfort and Joy
1984-04-15,Dangerous Moves
1984-07-20,Electric Dreams
1985-02-13,The Ewok Adventure
1984-09-12,The Hit
1984-03-16,The Ice Pirates
1984-09-28,Irreconcilable Differences
1985-04-15,The Last Polka
1984-11-30,Next of Kin
1984-08-29,Full Moon in Paris
1984-03-23,Racing with the Moon
1984-11-09,"Silent Night, Deadly Night"
1984-10-07,The Times of Harvey Milk
1984-05-31,Drunken Tai Chi
1984-10-24,What Have I Done to Deserve This?
1985-12-01,Anne of Green Gables
1985-03-06,Asterix vs. Caesar
1985-11-30,Barbarian Queen
1985-08-30,Beer
1985-10-04,Bliss
1985-09-20,Creator
1985-08-16,Death of a Salesman
1985-10-04,Demons
1985-11-24,Ewoks: The Battle for Endor
1985-02-08,Heaven Help Us
1985-11-07,Mr. Vampire
1985-12-14,Police Story
1985-05-15,Mishima: A Life in Four Chapters
1985-04-15,9 Deaths of the Ninja
1985-12-14,Peter-No-Tail in Americat
1985-09-08,The Quiet Earth
1985-12-06,Spies Like Us
1985-06-14,The Stuff
1985-11-08,Target
1985-12-06,The Unknown Soldier
1985-02-15,Vision Quest
1985-11-22,White Nights
1986-09-23,’Round Midnight
1986-12-03,Asterix in Britain
1986-01-31,The Best of Times
1986-07-11,Club Paradise
1986-08-13,Dead End Drive-In
1986-12-17,Flodder
1986-01-01,Ginger and Fred
1986-11-07,Nobody's Fool
1986-05-14,The Sacrifice
1985-10-06,The Park is Mine
1985-11-13,Sherman's March
1986-11-26,Solarbabies
1986-08-02,A Better Tomorrow
1988-02-11,Dragons Forever
1987-08-01,G.I. Joe: The Movie
1988-01-01,Hell Comes to Frogtown
1987-01-01,Where Is My Friend's House?
1987-06-26,Leif
1987-02-06,Law of Desire
1987-05-01,Malone
1987-09-01,Pathfinder
1987-10-23,Prince of Darkness
1987-07-18,A Chinese Ghost Story
1987-03-20,Street Smart
1987-10-16,Weeds
1987-10-14,The Whales of August
1987-12-17,A Better Tomorrow II
1988-01-01,Ashik Kerib
1988-05-08,The Bourne Identity
1989-03-15,Cannibal Women in the Avocado Jungle of Death
1987-12-03,Cobra Verde
1988-01-01,Comic Book Confidential
1988-03-18,Dominick and Eugene
1988-05-06,Jack's Back
1988-05-27,Killer Klowns from Outer Space
1988-10-29,Moonwalker
1988-08-03,Alice
1988-07-22,Pascali's Island
1988-03-04,Prison
1988-06-11,Split Decisions
1988-04-15,Tales from the Gimli Hospital
1988-01-01,Landscape in the Mist
1988-02-03,Life Is a Long Quiet River
1988-06-17,A World Apart
1989-12-01,Common Threads: Stories from the Quilt
1989-07-29,Kiki's Delivery Service
1989-05-24,Monsieur Hire
1990-02-15,Moon 44
1989-09-15,Rikyu
1989-09-29,Speaking Parts
1991-04-07,Prime Suspect
1990-09-15,Boiling Point
1990-12-21,Almost an Angel
1989-12-05,Black Rainbow
1990-04-05,Cry-Baby
1990-08-17,Bullet in the Head
1990-01-12,Downtown
1990-06-01,Frankenhooker
1990-09-06,The Garden
1990-06-29,Ghost Dad
1990-02-09,Hard to Kill
1990-12-11,Havana
1990-10-03,Shipwrecked
1990-09-13,I Hired a Contract Killer
1990-04-21,Ju Dou
1990-04-27,The Krays
1990-06-07,Lionheart
1990-09-21,Narrow Margin
1990-05-09,Close-Up
1990-03-16,Nuns on the Run
1989-01-01,Patlabor: The Movie
1990-08-28,The Reflecting Skin
1991-06-21,Riff-Raff
1990-09-14,State of Grace
1990-04-04,Auntie Danielle
1989-09-10,Time to Kill
1990-10-12,"Welcome Home, Roxy Carmichael"
1991-08-29,35 Up
1990-12-15,Days of Being Wild
1991-02-14,Across the Tracks
1990-04-30,Begotten
1991-09-08,Life on a String
1990-11-16,Cadence
1991-03-06,Closet Land
1991-06-07,Delusion
1991-11-27,Dollman
1991-07-19,Dutch
1991-03-15,Guilty by Suspicion
1991-09-06,Hearts of Darkness: A Filmmaker's Apocalypse
1991-01-01,High Strung
1991-05-28,Homicide
1991-10-23,Johnny Stecchino
1991-04-26,A Kiss Before Dying
1991-10-05,Riki-Oh: The Story of Ricky
1992-08-21,Light Sleeper
1991-01-01,The Linguini Incident
1991-01-07,Mannequin Two: On the Move
1991-07-20,Only Yesterday
1991-01-18,Once Around
1991-10-18,Other People's Money
1991-04-12,Out for Justice
1991-09-05,Prospero's Books
1990-10-17,Quigley Down Under
1991-01-01,Rubin and Ed
1991-10-04,Shout
1991-03-03,Stinsen brinner... filmen alltså
1991-05-17,Stone Cold
1990-10-01,Strangers in Good Company
1992-01-22,Surviving Desire
1991-01-01,All the Mornings of the World
1991-01-01,Assassin of the Tsar
1991-05-24,Wild Hearts Can't Be Broken
1992-12-05,Prime Suspect 2
1992-11-01,Aileen Wuornos: The Selling of a Serial Killer
1992-01-01,Barbarian Queen II: The Empress Strikes Back
1990-12-14,Captain America
1993-01-16,City Hunter
1992-09-16,The Oak
1992-08-22,Citizen Cohn
1992-09-11,Crossing The Bridge
1992-08-14,Diggstown
1992-09-25,Innocent Blood
1991-08-18,Johnny Suede
1992-07-18,Porco Rosso
1992-01-01,The Stolen Children
1992-03-27,LadyBugs
1992-02-28,The Mambo Kings
1992-10-11,Night and the City
1992-10-02,The Story of Qiu Ju
1992-01-31,Shining Through
1992-12-17,Sidekicks
1992-01-01,Tito and Me
1992-09-02,A Heart in Winter
1992-09-17,Visions of Light
1992-01-01,New Dragon Gate Inn
1992-09-01,Life and Nothing More...
1992-02-21,House of Angels
1993-11-14,Return to Lonesome Dove
1993-01-01,American Ninja 5
1993-05-01,The Baby of Mâcon
1993-09-01,Bad Boy Bubby
1993-08-26,The Bride with White Hair
1993-03-20,Barbarians at the Gate
1993-06-03,Calendar
1993-11-24,Cyborg 2
1994-01-21,Deadly Advice
1993-07-30,The Legend II
1992-09-30,Fortress
1993-09-13,The Puppetmaster
1993-11-24,Josh and S.A.M.
1993-06-06,Latcho Drom
1994-02-24,Leningrad Cowboys Meet Moses
1993-10-08,Mr. Nanny
1993-04-30,The Night We Never Met
1993-11-12,Philadelphia Experiment II
1993-04-10,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom
1993-08-06,The Snapper
1993-04-10,Sonatine
1993-04-02,Splitting Heirs
1993-11-18,Tai-Chi Master
1993-04-30,Three of Hearts
1994-01-01,The Stand
1994-05-18,71 Fragments of a Chronology of Chance
1992-12-03,Naked Killer
1994-08-31,Dark Angel: The Ascent
1995-07-11,Darkman II: The Return of Durant
1995-05-30,Embrace of the Vampire
1994-11-03,Felidae
1994-01-01,Floundering
1993-09-11,Freaked
1994-01-28,Golden Gate
1994-12-22,Fist of Legend
1994-10-20,Paperback Romance
1995-10-06,Macross Plus: Movie Edition
1994-03-30,Major League II
1994-02-04,My Father the Hero
1994-01-01,"Take Care of Your Scarf, Tatiana"
1994-03-16,Pumpkinhead II: Blood Wings
1994-05-15,A Pure Formality
1994-07-08,Staggered
1994-07-28,The Defender
1995-05-14,The Langoliers
1995-09-09,Blood & Donuts
1995-09-23,Gonin
1995-02-17,Kivenpyörittäjän kylä
1995-09-08,Last of the Dogmen
1995-07-15,Whisper of the Heart
1995-01-02,The Passion of Darkly Noon
1995-07-12,High Risk
1994-08-06,Street Fighter II: The Animated Movie
1995-09-29,Trinity And Beyond: The Atomic Bomb Movie
1996-05-13,Tromeo & Juliet
1993-10-01,Cannibal! The Musical
1996-06-05,A Summer's Tale
1996-09-12,Fetishes
1996-12-21,The God of Cookery
1997-11-18,Jack Frost
1996-01-31,The Hunters
1996-01-26,Drifting Clouds
1996-02-24,The Late Shift
1996-05-11,"Pretty Village, Pretty Flame"
1996-01-31,My Man
1995-05-12,No Way Back
1996-09-01,No Way Home
1996-08-30,Pusher
1997-06-11,Robinson Crusoe
1997-04-11,Freakin' Beautiful World
1991-01-01,Sgt. Kabukiman N.Y.P.D.
1996-05-20,Earth
1996-10-02,Emma
1997-03-01,American Perfekt
1997-01-01,Bikini Summer III: South Beach Heat
1997-12-31,The Boxer
1997-07-30,The Brave
1997-01-01,Cremaster 5
1997-07-11,Executive Target
1997-09-26,Face
1997-07-18,Snow White: A Tale of Terror
1997-10-17,Gummo
1998-01-30,Hamilton
1997-01-01,Chicago Cab
1997-04-23,Kiss or Kill
1997-05-09,Destiny
1997-11-21,Mean Guns
1997-01-01,Men with Guns
1997-01-24,Nirvana
1997-10-31,Dance with the Devil
1997-09-19,Photographing Fairies
1997-08-16,Postman Blues
1997-05-13,Quicksilver Highway
1997-10-15,The Swindle
1998-07-01,Safe House
1997-01-01,"Sick: The Life and Death of Bob Flanagan, Supermasochist"
1998-10-24,The Lion King 2: Simba's Pride
1996-12-09,Wishful Thinking
1998-04-05,From the Earth to the Moon
1999-04-01,Beowulf
1999-10-30,From Dusk Till Dawn 3: The Hangman's Daughter
1998-03-03,The Interview
1999-11-20,RKO 281
1999-03-16,From Dusk Till Dawn 2: Texas Blood Money
1998-03-13,"Torrente, the Dumb Arm of the Law"
1990-02-23,Koko Flanel
2000-04-16,Bruno
1998-01-24,Dead Man's Curve
1996-10-12,Fudoh: The New Generation
1998-01-31,Gia
1998-09-25,Thursday
1999-08-06,Sophie's World
1967-01-01,Wavelength
1998-01-17,Who Am I?
1997-11-01,The Kingdom II
1998-04-26,Merlin
1999-01-01,Rogue Trader
1997-12-13,Breast Men
1999-07-06,A Murder of Crows
1999-08-26,"Bang, Boom, Bang"
1998-03-17,Batman & Mr. Freeze: SubZero
1998-02-28,The Pentagon Wars
1998-02-20,A Place Called Chiapas
1999-07-29,Two Hands
1998-04-19,Brave New World
1998-09-22,Addams Family Reunion
1999-04-09,Thick as Thieves
1999-02-12,Set Me Free
1998-11-18,Claire Dolan
1960-07-30,Jigoku
1994-10-04,The Smashing Pumpkins: Vieuphoria
1998-09-23,The Class Trip
1998-10-01,Flowers of Shanghai
1998-09-14,The Hole
1998-05-20,Of Freaks and Men
1998-08-27,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit
1999-01-10,Purgatory
1999-02-25,Juha
1973-12-01,Lady Snowblood
1999-01-14,The Tough Ones
2000-03-15,Takedown
1999-08-06,Bleeder
1998-08-22,Dil Se..
1973-06-30,The Bodyguard
2001-09-12,Vidocq
2002-06-20,Molokai: The Story of Father Damien
1999-07-09,Candyman: Day of the Dead
1999-07-31,The 4th Floor
1999-03-26,A Long Hot Summer
1998-08-18,The Batman Superman Movie: World's Finest
1997-07-19,The End of Evangelion
2002-01-18,The Life of Aleksis Kivi
2001-08-30,He Died with a Felafel in His Hand
1998-10-16,Kuch Kuch Hota Hai
1985-06-21,Document of the Dead
1999-02-03,Venus Beauty Institute
2000-08-25,Cherry Falls
1999-09-10,Freeway II: Confessions of a Trickbaby
1999-11-07,Joseph and the Amazing Technicolor Dreamcoat
1983-01-01,Style Wars
2000-08-23,In July
1999-05-16,Joan of Arc
1998-12-09,Kirikou and the Sorceress
1999-10-25,After the Rain
2000-03-14,The Prophecy 3: The Ascent
2000-03-24,Taxi 2
1999-04-18,Pups
1998-01-01,Peculiarities of the National Fishing
2000-02-23,Cut
1999-01-01,Kadosh
2000-07-14,Essex Boys
2000-05-26,Picking Up the Pieces
2000-08-18,Badding
1988-09-01,The Wedding Waltz
1998-01-01,Meeting People Is Easy
2000-11-09,Cruel Intentions 2
1999-06-12,Adrenaline Drive
1999-05-17,Humanité
2000-06-09,Beautiful Joe
1999-01-01,The Underground Comedy Movie
2001-08-01,The Shrink Is In
1999-11-10,Charisma
1999-12-03,Guest House Paradiso
2000-03-09,Swimming
2000-03-05,If These Walls Could Talk 2
2001-05-11,The Trumpet Of The Swan
2000-02-25,The 10th Kingdom
2000-02-29,An Extremely Goofy Movie
1999-09-06,The Wind Will Carry Us
2000-03-15,Water Drops on Burning Rocks
2002-08-08,The Tracker
2004-05-20,2046
2000-02-13,Bruiser
2002-01-14,Taboo
1999-06-17,Crane World
1999-01-01,Cremaster 2
1999-09-23,Running Out of Time
2000-02-24,The Wog Boy
1999-10-15,Century of the Dragon
2000-09-08,Chasing Sleep
2000-10-31,The Stepdaughter
2000-01-01,Possible Worlds
1999-10-08,The Nameless
1999-11-19,The Debt
1972-08-01,Female Prisoner #701: Scorpion
1972-12-30,Female Prisoner Scorpion: Jailhouse 41
2001-03-10,Bartleby
1991-01-01,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D
2000-01-28,Restless
2000-09-22,Shiner
2000-12-12,Batman Beyond: Return of the Joker
2001-05-14,Roberto Succo
2000-01-29,Suzhou River
1999-11-19,6ixtynin9
1999-10-06,Audition
2000-03-01,The Nine Lives of Tomas Katz
2000-11-18,For Love or Country: The Arturo Sandoval Story
2000-01-22,Paragraph 175
2002-07-12,Devdas
2001-07-17,Mimic 2
2000-01-01,Monday
2000-07-28,Paradise Lost 2: Revelations
2000-10-31,Dark Prince: The True Story of Dracula
2000-10-29,Sound and Fury
2001-04-20,The Hole
2003-01-31,The Sleeping Dictionary
2001-02-01,When Strangers Appear
1999-08-14,Revolutionary Girl Utena: The Movie
2001-10-18,Speaking of Sex
2001-11-15,Good Advice
2000-06-22,Needing You...
2001-07-15,The Mists of Avalon
2000-02-11,Spiral
2000-08-25,The Big Animal
2002-07-12,Old Men in New Cars: In China They Eat Dogs II
2000-11-03,Purely Belter
2001-06-04,The Quickie
2001-12-14,Kabhi Khushi Kabhie Gham
2001-09-14,The River
2000-07-12,Werckmeister Harmonies
2002-01-29,Asterix & Obelix: Mission Cleopatra
2000-08-27,Is It Fall Yet?
2001-06-22,Late Night Shopping
2001-01-01,Uprising
2001-04-28,61*
2001-01-21,The Tunnel
2002-01-18,Long Time Dead
2002-01-10,The Laramie Project
2002-09-16,Run Ronnie Run
2000-09-11,Gojoe: Spirit War Chronicle
2002-01-01,A Gentleman's Game
2000-09-09,Joint Security Area
2001-10-12,Dagon
2002-09-02,Ripley's Game
2001-05-19,Conspiracy
2000-05-23,Freeze Me
2000-12-22,The Best Man's Wedding
2002-01-01,Teknolust
2000-09-10,A Dog's Will
2001-01-18,The Accidental Spy
2002-08-28,The Adversary
2004-03-13,The Beautiful Country
2002-10-02,Darkness
2001-05-04,Mockingbird Don't Sing
2000-11-18,Blood: The Last Vampire
