release_year,title,popularity
2008,Hey Hey It's Esther Blueburger,0.481348
1958,The Quiet American,0.538973
2008,Blonde and Blonder,1.848167
2003,Wesley Willis: The Daddy of Rock 'n' Roll,0.002361
2008,Patti Smith: Dream of Life,1.4236
1959,Day of the Outlaw,1.317399
2006,Nina's Heavenly Delights,0.770878
2006,Following Sean,0.252168
1932,One Hour with You,1.406699
2006,Lake of Fire,0.91505
2007,The Witnesses,1.293938
2008,The Oxford Murders,5.97385
2008,Shutter,5.233421
2007,The Grand,2.393158
2008,Sex and the City,9.170332
2008,The Strangers,8.845536
2007,Savage Grace,5.225054
2008,Bigger Stronger Faster*,6.108182
2008,All the Boys Love Mandy Lane,9.935837
2006,Memories of Matsuko,3.175948
2008,Allan Quatermain and the Temple of Skulls,0.75143
2008,Kung Fu Panda,16.897541
2007,What Would Jesus Buy?,0.249382
1974,Extreme Private Eros: Love Song 1974,0.662784
1987,The Emperor's Naked Army Marches On,0.151224
1969,Antonio das Mortes,1.00529
2008,Recount,3.402014
2007,Ex Drummer,3.624061
2007,The Art of Crying,0.584156
1950,Where the Sidewalk Ends,2.984365
1969,100 Rifles,1.739815
1955,Blood Alley,6.460812
1972,Chato's Land,2.075823
1970,Cold Sweat,2.525934
1959,The FBI Story,1.380434
1968,"Farewell, Friend",2.014299
1929,The Iron Mask,0.351862
1976,St. Ives,6.264423
1968,Villa Rides,1.188777
1957,The Wings of Eagles,4.162219
1935,Steamboat Round the Bend,0.385059
1934,The World Moves On,0.090754
1933,Pilgrimage,0.178164
1958,Lonelyhearts,1.007012
2008,The Andromeda Strain,6.438995
1982,Boat People,0.294097
1975,Wrong Move,1.588197
1986,Dust in the Wind,0.000844
2008,You Don't Mess with the Zohan,13.116461
1982,The Prefab People,0.049377
2008,The Promotion,5.916489
2007,When Did You Last See Your Father?,1.040302
2007,My Brother Is an Only Child,4.391819
2007,Stuck,4.964839
2002,July Rhapsody,0.233491
1974,Flesh Gordon,3.062497
1977,Telefon,3.610412
1960,The Lost World,1.586734
1920,The Mark of Zorro,0.336801
1985,The Protector,7.106226
1921,The Three Musketeers,0.310953
1959,Warlock,12.089402
1963,The Fiances,0.320648
1961,Il Posto,0.412578
2008,Chaos Theory,7.303984
2007,The Boys & Girls Guide to Getting Down,0.412775
2007,Boy A,8.37404
1996,Doctor Who,5.147819
2008,A Complete History of My Sexual Failures,1.262727
2007,The Warlords,5.854764
2007,Spiral,2.034737
2007,Hounddog,2.356103
2008,The Happening,6.22229
2008,The Incredible Hulk,19.125537
2008,Baghead,1.74461
2008,The Children of Huang Shi,14.622493
2004,Quill:  The Life of a Guide Dog,0.807425
2008,WALL·E,16.088366
2008,Wanted,12.457896
2008,Hancock,11.017324
2007,Boy Culture,2.317528
2002,Ten Minutes Older: The Trumpet,1.134635
1952,Angel Face,10.156514
1974,Huckleberry Finn,0.773371
1973,Tom Sawyer,1.490174
2008,Turn the River,4.035308
2008,Get Smart,11.35779
2007,Young People Fucking,8.388793
2007,Brick Lane,0.834664
2007,Surfwise,0.400054
2006,The Rape of Europa,1.275477
2007,St. Trinian's,5.381183
1920,The Penalty,0.971225
2007,Crossed Tracks,1.323612
1936,Desire,0.814748
2008,Futurama: The Beast with a Billion Backs,5.494827
1970,Equinox,1.540694
2008,At the Death House Door,0.589611
1990,Archangel,0.170087
2003,Battlefield Baseball,0.552181
1973,The Hourglass Sanatorium,0.138278
1969,The Color of Pomegranates,1.635298
2003,David Cross: Let America Laugh,0.273623
1928,West of Zanzibar,0.722511
1926,Tell It to the Marines,0.482676
1925,The Unholy Three,1.345287
1930,The Unholy Three,0.277459
1927,London After Midnight,0.377017
1984,Dog Day,0.485186
1974,The Klansman,0.397297
1972,Pocket Money,0.567506
1960,The Goddess,0.241231
2006,Bambi II,7.79084
2008,Gunnin' for That #1 Spot,0.194419
2008,Finding Amanda,6.371674
2008,Kit Kittredge: An American Girl,5.310976
2008,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2.849605
2008,The Wackness,5.598338
2007,Up the Yangtze,0.655056
2001,Get Well Soon,0.720653
2005,Strange Circus,3.171093
1945,Along Came Jones,0.906365
1942,The Black Swan,2.438784
1964,Cheyenne Autumn,4.248883
1967,Hour of the Gun,1.030968
2008,Sleepwalking,11.823889
2007,Encounters at the End of the World,4.875184
1986,Mauvais Sang,4.355678
2008,Dante 01,2.351413
2008,Standard Operating Procedure,1.848068
1937,Wee Willie Winkie,0.53802
1926,A Page of Madness,1.174776
1999,Two Women,0.051111
2008,Zombie Strippers!,5.315824
1969,Frosty the Snowman,4.305337
2007,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,0.550383
2008,Roman Polanski: Wanted and Desired,0.976978
2004,Z Channel: A Magnificent Obsession,1.422413
2007,Battle For Haditha,2.244393
2007,Alexandra,1.522872
2006,Transylvania,1.072008
2008,Mamma Mia!,10.534437
2007,Ganes,0.671229
2008,Welcome to the Sticks,7.250134
1966,The Pornographers,0.937943
2007,Kabluey,1.773963
2007,The Stone Angel,0.618434
2007,Honeydripper,2.461063
2006,Summer '04,0.533829
2008,The Home of Dark Butterflies,0.350875
2008,Dark Floors,2.889932
2004,Silentium,1.748713
2007,Rogue,7.173304
2005,The Violin,1.589875
2007,Sublime,3.229071
2008,Towelhead,3.376907
1946,No Regrets for Our Youth,0.463449
1966,"It's the Great Pumpkin, Charlie Brown",6.588367
2008,Lost Islands,1.735002
1950,Borderline,4.58306
2007,Katyn,4.230046
1999,Pan Tadeusz,0.5853
2008,Journey to the Center of the Earth,10.419974
2008,Meet Dave,11.542926
2008,The Machine Girl,2.952202
2008,August,1.504504
2007,Death Defying Acts,4.522772
2007,Water Lilies,4.968813
2007,Shrooms,9.128571
2005,Manslaughter,3.704029
2000,The Bench,2.171715
2007,Breath,1.494799
2007,Just Another Love Story,7.488481
2007,The Substitute,9.952905
2005,Next Door,6.619629
1976,Chinese Roulette,2.740046
2007,Heartbeat Detector,0.087977
2007,Flakes,1.186546
2006,Death Note,9.570657
1961,A Majority of One,1.400185
2007,Moving McAllister,2.252867
1957,The Tall T,1.331762
2007,Music Within,5.507134
2008,Transsiberian,12.497651
2008,Space Chimps,6.212702
2007,The Last Mistress,3.200289
2007,Jimmy Carter Man from Plains,0.109565
2008,Stargate: Continuum,7.627484
2009,Watchmen,16.551503
1999,Bravo Two Zero,5.523356
2008,Conspiracy,1.282721
2008,War Games: The Dead Code,12.629921
2006,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,0.350601
2007,Steal a Pencil for Me,0.039765
2007,Shotgun Stories,4.770903
2007,Watching the Detectives,3.155603
2007,Mr. Untouchable,1.102543
1961,Blast of Silence,0.683643
2008,Felon,9.094276
2008,Step Brothers,8.579638
2008,Brideshead Revisited,11.069679
2008,The X Files: I Want to Believe,9.863584
2008,American Teen,1.106762
2008,Man on Wire,8.359021
2008,CSNY/Déjà Vu,0.005247
1968,The Little Drummer Boy,1.495847
2000,The Little Mermaid II: Return to the Sea,1.658407
2008,The Colour of Magic,9.762587
2006,Hogfather,4.167059
2006,Mulberry Street,5.571451
2007,Lost in Beijing,3.250682
2008,Pathology,5.33161
1998,Love & Pop,1.561896
2007,The Tracey Fragments,2.819298
1983,The Family Game,1.475108
2007,The Zone,4.10002
2006,Blindsight,0.086952
2008,The Edge of Love,6.179073
1929,The Godless Girl,0.636876
1988,Heart of a Dog,2.870907
2006,Bonneville,2.29609
2006,Frozen City,0.110396
2008,The Mummy: Tomb of the Dragon Emperor,14.250227
2008,Swing Vote,5.204249
2008,The Midnight Meat Train,13.389735
2008,Frozen River,4.747364
2006,Sixty Six,0.78269
2008,Bottle Shock,3.334353
2008,Vicky Cristina Barcelona,9.648539
2008,Batman: Gotham Knight,10.178874
1986,Fist of the North Star,2.832555
2005,Eve and the Fire Horse,0.079412
1961,The End of Summer,0.716547
2004,A Moment to Remember,5.216663
1991,Year of the Gun,1.74562
2006,In Paris,1.592146
2007,The Walker,12.717598
1999,Gigantics,1.874545
1999,Peppermint Candy,1.785904
2008,Pineapple Express,8.461369
2008,Red Cliff,11.867516
1977,The World's Greatest Lover,0.868948
2007,WΔZ,10.543375
2007,Silent Light,1.933187
2007,The Take,1.550464
2007,Expired,0.44864
2008,The Sisterhood of the Traveling Pants 2,4.631978
2008,Hell Ride,5.208993
2008,Elegy,6.829658
2008,The Good Humor Man,0.336161
2007,Bomb It,0.477894
2007,Still Life,0.432542
2008,Bathory: Countess of Blood,3.78669
2008,Quid Pro Quo,1.138929
1973,Black Caesar,2.707671
2007,High School Musical 2,6.529094
2008,Tropic Thunder,8.980941
2008,The Objective,8.227236
2008,Star Wars: The Clone Wars,8.524857
2008,Henry Poole Is Here,5.923904
2007,In the City of Sylvia,0.727337
2008,Mutant Chronicles,6.603748
2006,13 Beloved,2.934419
2008,Waltz with Bashir,7.636625
2008,Let the Right One In,7.274237
2008,Hamlet 2,5.654268
2008,Death Race,13.53003
2008,The House Bunny,9.920106
2008,The Longshots,5.48672
2008,The Rocker,9.469873
2008,I.O.U.S.A.,0.819308
2008,Mirrors,8.612618
2007,A Girl Cut in Two,1.824206
2008,Fly Me to the Moon,4.729184
2007,Trumbo,1.666664
1950,Variety Lights,0.679762
2002,Path to War,1.365035
2007,Sukiyaki Western Django,9.239882
2007,American Zombie,1.289763
2008,Noise,1.894402
2007,Return to House on Haunted Hill,14.820751
2005,Feed,5.628521
2008,Somers Town,1.532799
2008,Burn After Reading,13.206799
2008,Disaster Movie,11.634132
2008,Babylon A.D.,9.273808
2008,Traitor,7.859606
2008,College,10.36168
2008,Trouble the Water,1.438503
2008,The Women,6.62363
1989,The Woman in Black,7.551569
2008,The Onion Movie,5.694713
1960,Sergeant Rutledge,4.972855
2007,The Mother of Tears,34.145916
2008,The Spirit,5.762005
2008,John Adams,2.794764
1941,Tobacco Road,1.072216
1969,Oh! What a Lovely War,0.981738
2008,The Burning Plain,7.02914
1944,The Seventh Cross,0.283062
2008,Bangkok Dangerous,6.576009
2007,Everybody Wants to Be Italian,0.5455
1978,The Boys in Company C,1.690559
2007,A Secret,2.546955
2007,August Evening,0.038979
2007,Flash Point,7.039209
2008,The Fifth Commandment,1.679378
2008,The Subtenant,1.063304
2007,The Jammed,1.377544
2006,Pu-239,1.612168
2005,Sunflower,0.630693
1945,Son of Lassie,0.631099
2008,Flu Bird Horror,1.326206
2006,Dark Blue Almost Black,2.486575
2006,The Foot Fist Way,2.066141
2006,Altered,4.370963
2007,Thieves,0.717736
2008,Righteous Kill,7.094624
2008,Lakeview Terrace,13.857624
2007,To Rob a Thief,1.02071
1986,Shadows in Paradise,2.29211
2008,Ghost Town,12.994773
2008,Maradona by Kusturica,1.391898
2005,Accused,4.091216
2007,Import/Export,4.824224
2005,The Crow IV: Wicked Prayer,4.807389
2005,In Bed,1.029472
2007,Jam,0.055485
1966,"Africa, Goodbye",1.279431
1972,Private Parts,0.578458
1974,Freebie and the Bean,2.254126
1953,Sawdust and Tinsel,2.119501
2008,Humboldt County,4.270808
2008,100 Feet,5.325375
2008,Boot Camp,4.432452
2000,On the Beach,6.10978
1962,An Autumn Afternoon,2.357072
1997,Moonbase,0.172094
2008,Appaloosa,12.392754
2008,Miracle at St. Anna,11.221186
2003,So Normal,2.119218
1961,The Steamroller and the Violin,1.419898
2008,Dead Fury,0.417365
2008,Tears of April,0.14983
2006,Zuzu Angel,0.444839
1956,1984,6.113449
1974,"Home Among Strangers, a Stranger Among His Own",0.907144
1986,Dead Man's Letters,0.887192
2008,Eagle Eye,14.324875
2008,How to Lose Friends & Alienate People,11.981531
2004,Six Shooter,2.737149
2008,Nights in Rodanthe,5.95117
1959,Look Back in Anger,1.490532
2008,Nick and Norah's Infinite Playlist,12.992176
2007,The Secrets,1.9306
1972,Marjoe,0.06978
2008,Martyrs,7.716326
1996,Supermarket Woman,0.596047
1954,Sound of the Mountain,0.980417
2004,"Sexo, Amor e Traição",0.305481
2008,Red,3.520622
2008,Part of the Weekend Never Dies,1.517989
1958,The Music Room,1.28194
2008,Gomorrah,13.439495
1984,The Funeral,0.114527
2008,The Accidental Husband,8.761268
2006,KM 31: Kilometer 31,1.701171
2008,The Duchess,9.835473
2008,Alone in the Dark 2,8.238787
2003,"The Tulse Luper Suitcases, Part 1: The Moab Story",0.524432
2004,Dead Leaves,1.254481
1993,The Wrong Man,1.972377
2008,Rachel Getting Married,13.44059
2008,Body of Lies,12.886125
2008,City of Ember,8.061467
2007,Magicians,6.478953
1916,"20,000 Leagues Under the Sea",0.917777
1968,Ace High,3.785942
2007,Autism: The Musical,0.366348
2008,Max Payne,10.08043
2008,The Pool,0.196489
2008,Zack and Miri Make a Porno,6.449332
2008,W.,8.937049
2008,My Best Friend's Girl,14.114136
1971,Family Life,2.034236
1970,Adios Sabata,1.239092
2008,"Synecdoche, New York",6.295807
1949,Come to the Stable,0.107344
1975,The Drowning Pool,3.027586
2008,The Secret Life of Bees,6.390463
2008,Flash of Genius,3.250891
2008,An American Carol,2.151159
2007,The Banishment,2.203486
2008,The Wave,6.010332
2007,Two Worlds,1.677289
1985,Tokyo-Ga,2.306683
1957,Black River,0.524628
1998,Fallout,1.687428
2008,"Angus, Thongs and Perfect Snogging",8.896155
2003,Bad Eggs,1.0044
2008,The Family That Preys,1.197865
2008,The Flight Before Christmas,2.481381
2008,Quarantine,6.140116
1985,Typhoon Club,0.89391
1975,Black Moon,9.2161
1991,My Sons,0.0
2008,Lost Boys: The Tribe,4.560963
2008,Pride and Glory,5.844016
2006,Fifty Pills,5.796823
2008,The Express,4.929912
1972,Lone Wolf and Cub: Baby Cart to Hades,1.645563
1972,Lone Wolf and Cub: Baby Cart in Peril,1.609864
2002,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,2.698788
2007,Babylon 5: The Lost Tales - Voices in the Dark,4.547604
2007,The Love of Siam,1.843725
2008,RockNRolla,7.263988
2004,Zen Noir,0.007565
2008,High School Musical 3: Senior Year,7.343504
1945,The Wicked Lady,0.689703
1951,I Can Get it For You Wholesale,0.044533
1939,The Adventures of Huckleberry Finn,0.23574
2003,Resistance,0.010317
2008,Futurama: Bender's Game,5.829662
2007,Tin Man,6.362129
2005,Into the West,0.920023
1938,The Adventures of Tom Sawyer,0.979391
2008,Madagascar: Escape 2 Africa,12.668733
2008,Admiral,3.462653
1921,The Affairs of Anatol,0.083294
2008,Blindness,7.462378
2008,Changeling,11.672394
1985,Guinea Pig 2: Flower of Flesh and Blood,1.714745
2009,The Road,14.958098
2008,Slumdog Millionaire,11.258181
2008,Quantum of Solace,13.67812
2008,Filth and Wisdom,1.250852
1958,A Tale of Two Cities,2.584719
2008,Role Models,7.646215
1926,The Great K&A Train Robbery,0.171735
1945,Rockin' In The Rockies,1.278285
2008,Tokyo!,2.033465
2008,Tokyo Gore Police,4.496374
1962,Kozara,0.526429
2010,Sauna,3.176768
2007,Chaotic Ana,4.502465
2008,JCVD,6.670933
1951,Repast,0.732005
2006,Feiern,0.163387
1990,Happily Ever After,0.875785
1997,Cinderella,2.102013
1951,Gold Raiders,0.014647
2007,Slacker Uprising,1.202312
2007,Crows Zero,6.110693
2007,The Man Who Challenged the Devil,0.842214
1926,The Winning of Barbara Worth,0.709828
1935,The Whole Town's Talking,0.887774
1965,The War Lord,7.704667
2008,Krabat and the Legend of the Satanic Mill,4.562917
2006,Säg att du älskar mig,0.318888
2007,Christmas Story,2.573902
2008,The Guard Post,1.633884
2002,Every Stewardess Goes to Heaven,0.166116
1969,Goyokin,0.538421
2008,Camp Rock,5.840379
2004,Farscape: The Peacekeeper Wars,5.715534
2008,Saw V,10.165499
2008,A Christmas Tale,3.855934
1992,Critters 4,8.537871
1998,Restaurant,0.014898
2008,Sex Drive,9.106146
2008,Soul Men,8.826924
2008,While She Was Out,9.002146
2006,The Island,2.242361
2008,Beverly Hills Chihuahua,9.569765
2006,Half Moon,0.74318
2007,Purple Violets,2.266369
2008,Christmas on Mars,0.315741
2007,The Blue Hour,0.152984
1961,Fanny,0.670182
2006,The Free Will,1.038858
1972,Hanzo the Razor: Sword of Justice,0.866779
1999,Where a Good Man Goes,0.050215
1966,The Face of Another,2.674886
1927,The Gaucho,0.602791
1925,Don Q Son of Zorro,0.264033
2008,Three Monkeys,2.632026
1965,Casanova '70,1.807802
1951,Bellissima,1.928674
1965,Tattooed Life,0.500516
1951,Bullfighter and the Lady,0.410445
1995,The Living Sea,1.081517
1985,The Dirty Dozen: Next Mission,2.086634
1987,The Dirty Dozen: The Deadly Mission,2.562477
1950,Wagon Master,11.445717
2004,Ring of Darkness,0.961042
2008,The Class,10.940451
1950,When Willie Comes Marching Home,0.148705
2008,Splinter,7.498032
2007,Confessions of a Superhero,0.874621
2003,The Manson Family,0.683586
2000,Kanak Attack,0.154169
2008,Australia,9.566135
2008,Bolt,15.580915
1943,Revenge of the Zombies,0.476775
2008,Milk,10.680121
1936,The Devil-Doll,1.155181
2008,Twilight,31.282029
2008,The Children,7.320166
2008,Transporter 3,9.296824
2008,Four Christmases,7.210383
2008,The Boy in the Striped Pyjamas,8.912738
2008,Surveillance,6.804406
2001,Stuff and Dough,0.313928
2008,Fireproof,5.329195
2008,Igor,9.369432
2007,The Devil's Chair,2.420788
2002,Dinotopia,6.979858
2008,Hunger,14.322814
2008,Cadillac Records,8.878391
2008,Punisher: War Zone,8.333526
1991,The Guyver,2.345714
2008,Flashbacks of a Fool,3.936673
1964,Charulata,0.823651
1960,Lady with the Dog,0.494283
1918,The Bell Boy,0.214742
2007,Shrek the Halls,7.081997
1958,The Lovers,2.461408
1932,The Blue Light,0.28348
2006,The Pervert's Guide to Cinema,1.873131
1970,Hospital,0.451368
1948,Women of the Night,0.530321
2008,A Matter of Loaf and Death,10.898525
2008,Ace of Hearts,0.539413
2006,A Friend of Mine,1.813452
1947,The Long Night,1.780882
1971,Fools' Parade,0.772388
1993,Gypsy,1.445489
1949,Malaya,1.289968
1984,Ninja III: The Domination,2.313986
2007,Body of War,0.103932
1953,The Sun Shines Bright,0.638294
1938,Four Men and a Prayer,0.383715
2006,A Man Named Pearl,0.145447
1998,Dallas - War of The Ewings,0.773709
2001,Much Ado About Something,0.001263
2008,The Day the Earth Stood Still,9.265322
2008,Che: Part One,5.68041
2009,Che: Part Two,7.500907
2008,Starship Troopers 3: Marauder,11.161339
2008,Dean Spanley,12.333138
1938,I Am the Law,0.783289
1947,Boomerang!,2.935164
1956,Patterns,0.504412
2008,Nothing Like the Holidays,1.953115
1944,The Climax,0.804396
1951,The Strange Door,1.08745
2008,Pandora's Box,0.539564
2008,Doubt,9.278263
2008,Cyborg She,2.781309
1989,The Forgotten One,0.19402
2008,Gran Torino,14.794228
2008,Frost/Nixon,11.641771
2008,The Reader,7.931732
1968,The Wrecking Crew,0.955774
2008,Rab Ne Bana Di Jodi,4.001251
2008,Delgo,2.915814
2007,Room of Death,1.599907
2006,Waiter,4.71491
2007,Sword of the Stranger,5.648328
2008,I've Loved You So Long,8.352169
1999,Jesus is a Palestinian,0.670067
2008,Seven Pounds,21.708267
2006,Meltdown: Days of Destruction,0.863706
1988,Pin,2.089317
2005,Love,0.013023
1932,The Animal Kingdom,0.98147
1967,Andromeda Nebula,0.056092
2008,The Wrestler,7.903956
2008,The Memory Keeper's Daughter,1.578987
1933,The Little Giant,0.631869
1927,Mr. Wu,0.104209
1990,A Chinese Ghost Story II,2.704684
1943,Why We Fight: The Nazis Strike,0.889638
1943,Why We Fight: The Battle of Britain,0.071763
2003,Small Cuts,0.224955
1942,Arabian Nights,3.252473
1926,The Blackbird,0.982552
1943,Why We Fight: The Battle of Russia,0.315327
1943,The More the Merrier,0.827541
2006,Tuya's Marriage,1.819151
1959,Face of a Fugitive,2.216087
1988,The Dirty Dozen: The Fatal Mission,1.75819
2008,The Curious Case of Benjamin Button,17.934821
1943,Why We Fight: Divide and Conquer,0.473322
2008,Yes Man,9.756289
1993,Hexed,0.852997
2007,On the Rumba River,0.005674
2008,Valkyrie,8.635464
2008,Birds of America,3.87449
2007,Pete Seeger: The Power of Song,0.038844
2007,5 Centimeters per Second,11.324028
2005,H.G. Wells' War of the Worlds,1.314076
2008,War of the Worlds 2: The Next Wave,6.870464
2008,Constantine's Sword,0.206718
2008,Impulse,1.2747
2002,Zamfir's Zona,0.769203
1951,Double Dynamite,0.284199
1932,The Death Kiss,0.670124
2008,Girls Rock!,0.00353
2007,Ben X,3.873511
2008,Alien Raiders,8.091476
2007,Trainwreck: My Life as an Idiot,2.544958
2008,The King of Ping Pong,0.731907
1980,Jane Austen in Manhattan,0.480404
2008,Bedtime Stories,10.739419
1934,Manhattan Melodrama,2.479383
2003,Two Days,1.111066
2008,Choke,7.589546
